the_date,census_blockid,state,dma_name,winner,loser,metric_value,mean_val,stddev_val,q1,q3,iqr,z_score,iqr_flag
2025-06-19,201550018002021,Kansas,"Wichita-Hutchinson Plus, KS",T-Mobile FWA,Comcast,3.0,0.5414322575187175,0.5701866550946908,0.0,1.0,1.0,4.311864756064817,NORMAL
2025-08-15,170910120002024,Illinois,"Chicago, IL-IN",Surf Internet,Comcast,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,180030032003003,Indiana,"Ft. Wayne, IN-OH",Frontier,Comcast,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,201550018002021,Kansas,"Wichita-Hutchinson Plus, KS",T-Mobile FWA,Verizon,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,401190111011010,Oklahoma,"Oklahoma City, OK",Altice,AT&T,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,370810164101001,North Carolina,"Greensboro-High Point-Winston Salem, NC-VA",Lumos,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,371619608002000,North Carolina,"Greenville-Spartanburg-Asheville-Anderson, SC-NC-GA",T-Mobile FWA,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,391535072021001,Ohio,"Cleveland-Akron, OH",AT&T,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,530330082003006,Washington,"Seattle-Tacoma, WA",T-Mobile FWA,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,480299800051000,Texas,"San Antonio, TX",Verizon FWA,Altice,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,482015518002002,Texas,"Houston, TX",AT&T,Comcast,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,470190714001028,Tennessee,"Tri-Cities, TN-VA-KY",Brightspeed,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,361019602003021,New York,"Elmira, NY-PA",Empire Access,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,360050323004007,New York,"New York, NY-NJ-CT-PA",Verizon,Altice,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,360550145042002,New York,"Rochester, NY",Frontier,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,010450213001043,Alabama,"Dothan, AL-GA",C Spire Fiber,Starlink,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,060190026022012,California,"Fresno-Visalia, CA",AT&T,Comcast,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,060376014023005,California,"Los Angeles, CA-NV",AT&T,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,060590632013000,California,"Los Angeles, CA-NV",AT&T,Spectrum,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
2025-08-15,080410043001016,Colorado,"Colorado Springs-Pueblo, CO",CenturyLink,Comcast,3.0,0.5457656553274083,0.6012660517064814,0.0,1.0,1.0,4.081777671809533,NORMAL
