the_date,census_blockid,winner,loser,state,dma_name,metric_value,avg_historical,std_historical,historical_days,spike_ratio,outlier_type,mover_ind,metric_type
2025-08-15,060372715003003,Spectrum,T-Mobile FWA,California,"Los Angeles, CA-NV",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060372933011002,Frontier,Spectrum,California,"Los Angeles, CA-NV",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,060374022003002,Spectrum,Frontier,California,"Los Angeles, CA-NV",1.0,0.16666666666666666,0.38924947208076144,12,6.0,volume_spike,True,win
2025-08-15,060375336033006,AT&T,Spectrum,California,"Los Angeles, CA-NV",2.0,0.30434782608695654,0.4704719688969648,23,6.571428571428571,volume_spike,True,win
2025-08-15,060376014023005,AT&T,Spectrum,California,"Los Angeles, CA-NV",3.0,0.08,0.2768874620972691,25,37.5,volume_spike,True,win
2025-08-15,060376511012019,Spectrum,AT&T,California,"Los Angeles, CA-NV",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060376511012047,Spectrum,AT&T,California,"Los Angeles, CA-NV",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,060379201022039,Frontier,Spectrum,California,"Los Angeles, CA-NV",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,060590111022008,Spectrum,Verizon FWA,California,"Los Angeles, CA-NV",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,060590423313000,Cox Communications,AT&T,California,"Los Angeles, CA-NV",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,060590632013000,AT&T,Spectrum,California,"Los Angeles, CA-NV",3.0,0.4090909090909091,0.5032362797401965,22,7.333333333333333,volume_spike,True,win
2025-08-15,060590748031026,Spectrum,T-Mobile FWA,California,"Los Angeles, CA-NV",1.0,0.1111111111111111,0.3333333333333333,9,9.0,volume_spike,True,win
2025-08-15,060590753032003,Spectrum,T-Mobile FWA,California,"Los Angeles, CA-NV",1.0,0.0,0.0,14,,volume_spike,True,win
2025-08-15,060590999033007,Frontier,Spectrum,California,"Los Angeles, CA-NV",1.0,0.18181818181818182,0.40451991747794525,11,5.5,volume_spike,True,win
2025-08-15,060650317022001,Spectrum,Frontier,California,"Los Angeles, CA-NV",1.0,0.1875,0.39655776945626603,32,5.333333333333333,volume_spike,True,win
2025-08-15,060650317022001,Spectrum,Verizon FWA,California,"Los Angeles, CA-NV",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,060650415001006,AT&T,Spectrum,California,"Los Angeles, CA-NV",1.0,0.09090909090909091,0.2908033634511526,44,11.0,volume_spike,True,win
2025-08-15,060710045031000,Spectrum,Frontier,California,"Los Angeles, CA-NV",1.0,0.07142857142857142,0.26066118021500656,42,14.0,volume_spike,True,win
2025-08-15,060710057012006,Spectrum,Cable One,California,"Los Angeles, CA-NV",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,060710108032003,Spectrum,Frontier,California,"Los Angeles, CA-NV",1.0,0.18604651162790697,0.4501753073070202,43,5.375,volume_spike,True,win
2025-08-15,060710120023001,Spectrum,Frontier,California,"Los Angeles, CA-NV",1.0,0.0,0.0,26,,volume_spike,True,win
2025-08-15,060670029002017,AT&T,Comcast,California,"Sacramento-Stockton-Modesto, CA",1.0,0.0,0.0,10,,volume_spike,True,win
2025-08-15,060990017001040,AT&T,T-Mobile FWA,California,"Sacramento-Stockton-Modesto, CA",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,060990021001013,Comcast,Verizon FWA,California,"Sacramento-Stockton-Modesto, CA",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,061150403021013,AT&T,Comcast,California,"Sacramento-Stockton-Modesto, CA",1.0,0.0,0.0,10,,volume_spike,True,win
2025-08-15,060730029033001,Cox Communications,Comcast,California,"San Diego, CA",2.0,0.3333333333333333,0.5163977794943222,6,6.0,volume_spike,True,win
2025-08-15,060730100053003,AT&T,Cox Communications,California,"San Diego, CA",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,060730123032002,Cox Communications,Comcast,California,"San Diego, CA",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060014301011003,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,060014366022007,Comcast,Spectrum,California,"San Francisco-Oakland-San Jose, CA",1.0,0.13333333333333333,0.35186577527449836,15,7.5,volume_spike,True,win
2025-08-15,060014382011002,Comcast,T-Mobile FWA,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060014403041008,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,060133373006000,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,6,,volume_spike,True,win
2025-08-15,060133373006000,Spectrum,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,060133383022007,Astound Broadband,Spectrum,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060133512003001,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",2.0,0.2857142857142857,0.4879500364742666,7,7.0,volume_spike,True,win
2025-08-15,060330007021028,Mediacom,T-Mobile FWA,California,"San Francisco-Oakland-San Jose, CA",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,060552002012019,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,060855042023005,AT&T,Spectrum,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,060855126021025,Spectrum,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.0,0.0,11,,volume_spike,True,win
2025-08-15,060971530055003,AT&T,Comcast,California,"San Francisco-Oakland-San Jose, CA",1.0,0.18181818181818182,0.40451991747794525,11,5.5,volume_spike,True,win
2025-08-15,080410027002003,CenturyLink,Comcast,Colorado,"Colorado Springs-Pueblo, CO",1.0,0.14285714285714285,0.3631365196012814,14,7.0,volume_spike,True,win
2025-08-15,080410037051005,Comcast,AT&T,Colorado,"Colorado Springs-Pueblo, CO",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,080410049012020,Comcast,Verizon FWA,Colorado,"Colorado Springs-Pueblo, CO",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,080010094081055,Comcast,Spectrum,Colorado,"Denver, CO-WY-NE",1.0,0.19047619047619047,0.40237390808147816,21,5.25,volume_spike,True,win
2025-08-15,080050067051004,CenturyLink,Comcast,Colorado,"Denver, CO-WY-NE",1.0,0.17857142857142858,0.3900210277874798,28,5.6,volume_spike,True,win
2025-08-15,080050843002004,Comcast,Verizon FWA,Colorado,"Denver, CO-WY-NE",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,080310010001011,CenturyLink,Comcast,Colorado,"Denver, CO-WY-NE",2.0,0.2777777777777778,0.46088859896247686,18,7.199999999999999,volume_spike,True,win
2025-08-15,080590104051001,Comcast,Spectrum,Colorado,"Denver, CO-WY-NE",1.0,0.16666666666666666,0.3892494720807615,12,6.0,volume_spike,True,win
2025-08-15,080590118063000,CenturyLink,Comcast,Colorado,"Denver, CO-WY-NE",1.0,0.0,0.0,19,,volume_spike,True,win
2025-08-15,080690019011027,Loveland Pulse,Comcast,Colorado,"Denver, CO-WY-NE",1.0,0.041666666666666664,0.2041241452319315,24,24.0,volume_spike,True,win
2025-08-15,081230020072007,Comcast,Spectrum,Colorado,"Denver, CO-WY-NE",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,090034735023002,GoNetspeed,Frontier,Connecticut,"Hartford & New Haven, CT",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,090091759004006,Frontier,GoNetspeed,Connecticut,"Hartford & New Haven, CT",1.0,0.0,0.0,8,,volume_spike,True,win
2025-08-15,090010204001006,Altice,Verizon,Connecticut,"New York, NY-NJ-CT-PA",1.0,0.09090909090909091,0.30151134457776363,11,11.0,volume_spike,True,win
2025-08-15,090010352002013,Altice,Frontier,Connecticut,"New York, NY-NJ-CT-PA",1.0,0.18181818181818182,0.4045199174779453,11,5.5,volume_spike,True,win
2025-08-15,090012108002008,Comcast,Altice,Connecticut,"New York, NY-NJ-CT-PA",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,110010022021001,T-Mobile FWA,Comcast,District of Columbia,"Washington, DC-VA-MD-WV-PA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,110010095041009,T-Mobile FWA,Comcast,District of Columbia,"Washington, DC-VA-MD-WV-PA",2.0,0.2,0.4472135954999579,5,10.0,volume_spike,True,win
2025-08-15,120210101071006,Comcast,Verizon FWA,Florida,"Ft. Myers-Naples, FL",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,120710016021018,CenturyLink,Comcast,Florida,"Ft. Myers-Naples, FL",1.0,0.09090909090909091,0.30151134457776363,11,11.0,volume_spike,True,win
2025-08-15,120710016021018,Comcast,Spectrum,Florida,"Ft. Myers-Naples, FL",2.0,0.09433962264150944,0.2950978288503027,53,21.2,volume_spike,True,win
2025-08-15,120710303004030,Comcast,Spectrum,Florida,"Ft. Myers-Naples, FL",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,120710502071003,Comcast,Verizon,Florida,"Ft. Myers-Naples, FL",1.0,0.03333333333333333,0.18257418583505536,30,30.0,volume_spike,True,win
2025-08-15,120710503061017,Comcast,AT&T,Florida,"Ft. Myers-Naples, FL",1.0,0.15384615384615385,0.37553380809940534,13,6.5,volume_spike,True,win
2025-08-15,120010008081003,Cox Communications,Frontier,Florida,"Gainesville, FL",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,120010008081003,Cox Communications,T-Mobile FWA,Florida,"Gainesville, FL",1.0,0.0,0.0,6,,volume_spike,True,win
2025-08-15,121079509005018,Comcast,Spectrum,Florida,"Jacksonville, FL-GA",1.0,0.047619047619047616,0.21821789023599236,21,21.0,volume_spike,True,win
2025-08-15,121079509005018,Comcast,Windstream,Florida,"Jacksonville, FL-GA",1.0,0.058823529411764705,0.24253562503633297,17,17.0,volume_spike,True,win
2025-08-15,120110106032009,AT&T,Comcast,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.08571428571428572,0.3734913631120909,35,11.666666666666666,volume_spike,True,win
2025-08-15,120110502083007,Comcast,AT&T,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.0,0.0,18,,volume_spike,True,win
2025-08-15,120110502083007,Comcast,T-Mobile FWA,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.0,0.0,14,,volume_spike,True,win
2025-08-15,120119900000003,Comcast,Spectrum,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.125,0.44842720314644063,24,8.0,volume_spike,True,win
2025-08-15,120860001232002,AT&T,Comcast,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.09090909090909091,0.29424494316824984,22,11.0,volume_spike,True,win
2025-08-15,120860001232002,Atlantic Broadband,Comcast,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.08333333333333333,0.28232985128663995,24,12.0,volume_spike,True,win
2025-08-15,120860014021016,Comcast,Spectrum,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.16666666666666666,0.38924947208076155,12,6.0,volume_spike,True,win
2025-08-15,120860027022033,Comcast,Spectrum,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.09090909090909091,0.29424494316824984,22,11.0,volume_spike,True,win
2025-08-15,120869900000002,AT&T,Spectrum,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,120869900000002,Atlantic Broadband,Hotwire Fision,Florida,"Miami-Ft. Lauderdale, FL",1.0,0.0,0.0,6,,volume_spike,True,win
2025-08-15,120330024001024,Cox Communications,Spectrum,Florida,"Mobile-Pensacola, AL-FL-MS",1.0,0.030303030303030304,0.17407765595569782,33,33.0,volume_spike,True,win
2025-08-15,120330028012000,AT&T,Cox Communications,Florida,"Mobile-Pensacola, AL-FL-MS",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,120910205001014,Cox Communications,AT&T,Florida,"Mobile-Pensacola, AL-FL-MS",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,120919901000001,Cox Communications,AT&T,Florida,"Mobile-Pensacola, AL-FL-MS",1.0,0.05,0.22072142786315227,40,20.0,volume_spike,True,win
2025-08-15,120919901000003,Cox Communications,Spectrum,Florida,"Mobile-Pensacola, AL-FL-MS",1.0,0.05555555555555555,0.23570226039551584,18,18.0,volume_spike,True,win
2025-08-15,120090713351000,Spectrum,Comcast,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,11,,volume_spike,True,win
2025-08-15,120099900000015,Spectrum,Comcast,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,120350602082005,Spectrum,Verizon,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,120830023022022,Cox Communications,Spectrum,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,10,,volume_spike,True,win
2025-08-15,120950146011015,Spectrum,T-Mobile FWA,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,17,,volume_spike,True,win
2025-08-15,120950148092000,Spectrum,Comcast,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,120950170121016,Spectrum,Verizon FWA,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,121199113021041,Spectrum,Verizon FWA,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,121270822013002,Spectrum,AT&T,Florida,"Orlando-Daytona Beach-Melbourne, FL",1.0,0.08333333333333333,0.280305955290694,36,12.0,volume_spike,True,win
2025-08-15,120050008032001,Comcast,AT&T,Florida,"Panama City, FL",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,121319505011001,CenturyLink,AT&T,Florida,"Panama City, FL",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,121319505011001,CenturyLink,Comcast,Florida,"Panama City, FL",1.0,0.05555555555555555,0.23570226039551584,18,18.0,volume_spike,True,win
2025-08-15,121319505012061,CenturyLink,Comcast,Florida,"Panama City, FL",1.0,0.14285714285714285,0.36313651960128146,14,7.0,volume_spike,True,win
2025-08-15,120730014012001,Metronet,Cox Communications,Florida,"Tallahassee-Thomasville, FL-GA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,120530414023015,Spectrum,Frontier,Florida,"Tampa-St. Petersburg, FL",1.0,0.0,0.0,6,,volume_spike,True,win
2025-08-15,120570123012008,Frontier,T-Mobile FWA,Florida,"Tampa-St. Petersburg, FL",1.0,0.13333333333333333,0.35186577527449836,15,7.5,volume_spike,True,win
2025-08-15,120570139122010,Spectrum,Verizon,Florida,"Tampa-St. Petersburg, FL",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,120810008041016,Spectrum,T-Mobile FWA,Florida,"Tampa-St. Petersburg, FL",1.0,0.15789473684210525,0.3746343246326776,19,6.333333333333334,volume_spike,True,win
2025-08-15,121010321033013,Frontier,Comcast,Florida,"Tampa-St. Petersburg, FL",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,121010321033013,Spectrum,T-Mobile FWA,Florida,"Tampa-St. Petersburg, FL",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,121010330141000,Spectrum,AT&T,Florida,"Tampa-St. Petersburg, FL",1.0,0.041666666666666664,0.2041241452319315,24,24.0,volume_spike,True,win
2025-08-15,121010330141000,Spectrum,Verizon,Florida,"Tampa-St. Petersburg, FL",1.0,0.0,0.0,15,,volume_spike,True,win
2025-08-15,121030225012006,Spectrum,T-Mobile FWA,Florida,"Tampa-St. Petersburg, FL",1.0,0.05263157894736842,0.22941573387056177,19,19.0,volume_spike,True,win
2025-08-15,121030251113000,Spectrum,T-Mobile FWA,Florida,"Tampa-St. Petersburg, FL",1.0,0.14285714285714285,0.36313651960128146,14,7.0,volume_spike,True,win
2025-08-15,121030269082009,Frontier,Spectrum,Florida,"Tampa-St. Petersburg, FL",1.0,0.06666666666666667,0.2537081317024624,30,15.0,volume_spike,True,win
2025-08-15,121050121251000,Spectrum,Frontier,Florida,"Tampa-St. Petersburg, FL",1.0,0.03225806451612903,0.17960530202677488,31,31.0,volume_spike,True,win
2025-08-15,121150017042006,Frontier,Comcast,Florida,"Tampa-St. Petersburg, FL",1.0,0.15,0.3616202853397895,40,6.666666666666667,volume_spike,True,win
2025-08-15,121150022033038,Comcast,Spectrum,Florida,"Tampa-St. Petersburg, FL",1.0,0.0,0.0,26,,volume_spike,True,win
2025-08-15,120990029001004,AT&T,Comcast,Florida,"West Palm Beach-Ft. Pierce, FL",2.0,0.0625,0.25,16,32.0,volume_spike,True,win
2025-08-15,120990060113000,Comcast,AT&T,Florida,"West Palm Beach-Ft. Pierce, FL",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,120990077161001,Hotwire Fision,Verizon,Florida,"West Palm Beach-Ft. Pierce, FL",1.0,0.0,0.0,26,,volume_spike,True,win
2025-08-15,120999801001003,Comcast,Altice,Florida,"West Palm Beach-Ft. Pierce, FL",1.0,0.04,0.2,25,25.0,volume_spike,True,win
2025-08-15,130159609024003,AT&T,Spectrum,Georgia,"Atlanta, GA-AL-NC",1.0,0.09090909090909091,0.30151134457776363,11,11.0,volume_spike,True,win
2025-08-15,130670302331011,AT&T,T-Mobile FWA,Georgia,"Atlanta, GA-AL-NC",1.0,0.14285714285714285,0.3779644730092272,7,7.0,volume_spike,True,win
2025-08-15,130670310012054,Apogee Telecom,Comcast,Georgia,"Atlanta, GA-AL-NC",1.0,0.13333333333333333,0.35186577527449836,15,7.5,volume_spike,True,win
2025-08-15,131171305052001,AT&T,Comcast,Georgia,"Atlanta, GA-AL-NC",1.0,0.08333333333333333,0.28867513459481287,12,12.0,volume_spike,True,win
2025-08-15,131210101062002,AT&T,Windstream,Georgia,"Atlanta, GA-AL-NC",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,131370004002032,Windstream,AT&T,Georgia,"Atlanta, GA-AL-NC",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,132859606001058,Spectrum,T-Mobile FWA,Georgia,"Atlanta, GA-AL-NC",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,130510101021006,Cable One,Comcast,Georgia,"Savannah, GA-SC",1.0,0.0625,0.24999999999999997,16,16.0,volume_spike,True,win
2025-08-15,131850113021041,Metronet,Spectrum,Georgia,"Tallahassee-Thomasville, FL-GA",1.0,0.0,0.0,7,,volume_spike,True,win
2025-08-15,131850113021041,Metronet,Vyve Broadband,Georgia,"Tallahassee-Thomasville, FL-GA",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,131850113021041,Metronet,Windstream,Georgia,"Tallahassee-Thomasville, FL-GA",3.0,0.2,0.4472135954999579,5,15.0,volume_spike,True,win
2025-08-15,170450704003011,Frontier,Verizon FWA,Illinois,"Champaign & Springfield-Decatur, IL",1.0,0.0,0.0,7,,volume_spike,True,win
2025-08-15,171670025003011,Comcast,T-Mobile FWA,Illinois,"Champaign & Springfield-Decatur, IL",1.0,0.1111111111111111,0.32338083338177726,18,9.0,volume_spike,True,win
2025-08-15,170312425001013,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.16,0.3741657386773941,25,6.25,volume_spike,True,win
2025-08-15,170312808001003,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,10,,volume_spike,True,win
2025-08-15,170315610006009,AT&T,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,170316904001009,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.058823529411764705,0.24253562503633294,17,17.0,volume_spike,True,win
2025-08-15,170317205001007,Comcast,Cox Communications,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,170318024044018,Comcast,AT&T,Illinois,"Chicago, IL-IN",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,170318141003011,Comcast,AT&T,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,6,,volume_spike,True,win
2025-08-15,170318205011007,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,170318215001003,AT&T,Comcast,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,170318239044004,AT&T,Comcast,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,170318255035023,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",2.0,0.07142857142857142,0.2672612419124244,14,28.0,volume_spike,True,win
2025-08-15,170318264021004,AT&T,Comcast,Illinois,"Chicago, IL-IN",1.0,0.09523809523809523,0.30079260375911915,21,10.5,volume_spike,True,win
2025-08-15,170318266003058,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,170318279011012,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,9,,volume_spike,True,win
2025-08-15,170318388002042,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.17391304347826086,0.38755338788158983,23,5.75,volume_spike,True,win
2025-08-15,170438465071001,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.15,0.3663475485325232,20,6.666666666666667,volume_spike,True,win
2025-08-15,170978615103004,Comcast,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.13333333333333333,0.35186577527449836,15,7.5,volume_spike,True,win
2025-08-15,171978801113003,Comcast,AT&T,Illinois,"Chicago, IL-IN",1.0,0.14285714285714285,0.37796447300922725,7,7.0,volume_spike,True,win
2025-08-15,171978806022024,AT&T,T-Mobile FWA,Illinois,"Chicago, IL-IN",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,171978831002017,AT&T,Comcast,Illinois,"Chicago, IL-IN",1.0,0.1111111111111111,0.3333333333333333,9,9.0,volume_spike,True,win
2025-08-15,171610229002014,Metronet,Comcast,Illinois,"Davenport-Rock Island-Moline, IA-IL",1.0,0.0,0.0,10,,volume_spike,True,win
2025-08-15,171194041002206,Spectrum,AT&T,Illinois,"St. Louis, MO-IL",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,171219524002051,Spectrum,Clearwave Communications,Illinois,"St. Louis, MO-IL",1.0,0.0,0.0,29,,volume_spike,True,win
2025-08-15,180890220001001,AT&T,Spectrum,Indiana,"Chicago, IL-IN",1.0,0.0,0.0,4,,volume_spike,True,win
2025-08-15,180030108121026,Frontier,Comcast,Indiana,"Ft. Wayne, IN-OH",1.0,0.1,0.3077935056255462,20,10.0,volume_spike,True,win
2025-08-15,180030118011007,Comcast,Frontier,Indiana,"Ft. Wayne, IN-OH",1.0,0.05555555555555555,0.2357022603955158,18,18.0,volume_spike,True,win
2025-08-15,181830501002013,Frontier,Mediacom,Indiana,"Ft. Wayne, IN-OH",1.0,0.1111111111111111,0.33333333333333337,9,9.0,volume_spike,True,win
2025-08-15,180118105001020,AT&T,Comcast,Indiana,"Indianapolis, IN",1.0,0.0,0.0,7,,volume_spike,True,win
2025-08-15,180159596003033,Cable One,Frontier,Indiana,"Indianapolis, IN",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,180571106001003,Comcast,Verizon FWA,Indiana,"Indianapolis, IN",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,180670015002010,Comcast,AT&T,Indiana,"Indianapolis, IN",1.0,0.0,0.0,8,,volume_spike,True,win
2025-08-15,181410107005008,AT&T,T-Mobile FWA,Indiana,"South Bend-Elkhart, IN-MI",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,191130013001007,ImOn Communications,Mediacom,Iowa,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,190490508072028,Mediacom,CenturyLink,Iowa,"Des Moines-Ames, IA",1.0,0.125,0.3535533905932738,8,8.0,volume_spike,True,win
2025-08-15,191099504003030,Algona Municipal Utilities,Mediacom,Iowa,"Des Moines-Ames, IA",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,200910535562000,Comcast,Google Fiber,Kansas,"Kansas City, MO-KS",1.0,0.0,0.0,9,,volume_spike,True,win
2025-08-15,200790304005054,IdeaTek,Cox Communications,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.0,0.0,5,,volume_spike,True,win
2025-08-15,201550018002021,T-Mobile FWA,Starlink,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.18181818181818182,0.40451991747794525,11,5.5,volume_spike,True,win
2025-08-15,201550018002021,T-Mobile FWA,Verizon FWA,Kansas,"Wichita-Hutchinson Plus, KS",4.0,0.7758620689655172,0.77330694408111,58,5.155555555555556,volume_spike,True,win
2025-08-15,201550018002021,Verizon FWA,Comcast,Kansas,"Wichita-Hutchinson Plus, KS",13.0,2.3563218390804597,1.8984510913842298,87,5.517073170731708,volume_spike,True,win
2025-08-15,201730014004000,AT&T,Spectrum,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,201730066001005,Cox Communications,AT&T,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.09090909090909091,0.30151134457776363,11,11.0,volume_spike,True,win
2025-08-15,201730101132046,Cox Communications,T-Mobile FWA,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.0,0.0,7,,volume_spike,True,win
2025-08-15,201730108021002,AT&T,Cox Communications,Kansas,"Wichita-Hutchinson Plus, KS",1.0,0.0,0.0,8,,volume_spike,True,win
2025-08-15,210190310011016,Windstream,Spectrum,Kentucky,"Charleston-Huntington, WV-KY-OH",1.0,0.0,0.0,34,,volume_spike,True,win
2025-08-15,210670009003007,Metronet,Spectrum,Kentucky,"Lexington, KY",1.0,0.0,0.0,8,,volume_spike,True,win
2025-08-15,210670038031010,Spectrum,Verizon FWA,Kentucky,"Lexington, KY",1.0,0.16666666666666666,0.408248290463863,6,6.0,volume_spike,True,win
2025-08-15,212319203003022,Windstream,Comcast,Kentucky,"Lexington, KY",1.0,0.0,0.0,3,,volume_spike,True,win
2025-08-15,211110006001033,Spectrum,Verizon FWA,Kentucky,"Louisville, KY-IN",1.0,0.19047619047619047,0.40237390808147816,21,5.25,volume_spike,True,win
2025-08-15,211110091031020,Spectrum,AT&T,Kentucky,"Louisville, KY-IN",1.0,0.12,0.33166247903553997,25,8.333333333333334,volume_spike,True,win
2025-08-15,220330046023017,Cox Communications,Spectrum,Louisiana,"Baton Rouge, LA-MS",1.0,0.0,0.0,5,,volume_spike,True,win
