the_date,dow,dow_name_target,census_blockid,winner,loser,state,dma_name,metric_value,dow_name_baseline,mean_value,std_value,min_value,max_value,q1,q3,historical_count,z_score,iqr,iqr_lower,iqr_upper,is_z_outlier,is_iqr_outlier,is_outlier,outlier_type,mover_ind,metric_type
2025-06-19,4,Thursday,250056312001018,T-Mobile FWA,Comcast,Massachusetts,"Providence-New Bedford, RI-MA",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,250110414001009,Comcast,Spectrum,Massachusetts,"Springfield-Holyoke, MA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,250138129013001,Comcast,Spectrum,Massachusetts,"Springfield-Holyoke, MA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,250158224014011,Spectrum,Comcast,Massachusetts,"Springfield-Holyoke, MA",0.0,Thursday,1.3333333333333333,0.5773502691896257,1.0,2.0,1.0,1.5,3.0,-2.309401076358503,0.5,0.25,2.25,False,True,True,statistical,True,win
2025-06-19,4,Thursday,260873370004006,Spectrum,Comcast,Michigan,"Detroit, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260937416012012,Comcast,Spectrum,Michigan,"Detroit, MI",2.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,4.0,10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260992225001003,Comcast,AT&T,Michigan,"Detroit, MI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260992629001003,Comcast,Spectrum,Michigan,"Detroit, MI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261158324003002,Spectrum,Comcast,Michigan,"Detroit, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261251271003000,Comcast,Spectrum,Michigan,"Detroit, MI",0.0,Thursday,0.75,0.5,0.0,1.0,0.75,1.0,4.0,-1.4999999997,0.25,0.375,1.375,False,True,True,statistical,True,win
2025-06-19,4,Thursday,261251284001009,Comcast,AT&T,Michigan,"Detroit, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261635065001009,Comcast,AT&T,Michigan,"Detroit, MI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261635396002024,T-Mobile FWA,Comcast,Michigan,"Detroit, MI",1.0,Thursday,0.2,0.4472135954999579,0.0,1.0,0.0,0.0,5.0,1.788854381599832,0.0,0.0,0.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,261635456003003,Comcast,T-Mobile FWA,Michigan,"Detroit, MI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261635524002012,Comcast,AT&T,Michigan,"Detroit, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261635773003009,WOW!,Comcast,Michigan,"Detroit, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260250019001015,Comcast,T-Mobile FWA,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260250033002015,WOW!,Comcast,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",2.0,Thursday,0.25,0.5,0.0,1.0,0.0,0.25,4.0,3.4999999993,0.25,-0.375,0.625,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261179711004018,Spectrum,Comcast,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,261390218013013,Spectrum,Comcast,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260450204023017,Comcast,Metronet,Michigan,"Lansing, MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260650026002013,Metronet,Comcast,Michigan,"Lansing, MI",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,260910616001028,Comcast,Frontier,Michigan,"Toledo, OH-MI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,260339701003021,Spectrum,Comcast,Michigan,"Traverse City-Cadillac, MI",0.0,Thursday,0.8333333333333334,0.408248290463863,0.0,1.0,1.0,1.0,6.0,-2.041241451819315,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,270359502042021,Emily Cooperative Telephone Company,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",4.0,Thursday,0.75,0.49999999999999994,0.0,1.0,0.75,1.0,4.0,6.499999998700002,0.25,0.375,1.375,True,True,True,statistical,True,win
2025-06-19,4,Thursday,271230319001017,CenturyLink,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",0.0,Thursday,1.375,0.7440238091428449,1.0,3.0,1.0,1.25,8.0,-1.8480591385902922,0.25,0.625,1.625,False,True,True,statistical,True,win
2025-06-19,4,Thursday,271390801001029,Mediacom,Comcast,Minnesota,"Minneapolis-St. Paul, MN-WI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,271450006011003,Spectrum,Midcontinent,Minnesota,"Minneapolis-St. Paul, MN-WI",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,271450113022080,Midcontinent,Spectrum,Minnesota,"Minneapolis-St. Paul, MN-WI",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,271090006004002,Spectrum,Comcast,Minnesota,"Rochester-Mason City-Austin, MN-IA-IL",2.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,280679507001007,Comcast,AT&T,Mississippi,"Hattiesburg-Laurel, MS",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,280490005002006,Comcast,Spectrum,Mississippi,"Jackson, MS",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,280490106002001,AT&T,Comcast,Mississippi,"Jackson, MS",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,280330703251013,AT&T,Comcast,Mississippi,"Memphis, TN-MS-AR",0.0,Thursday,1.0,0.7071067811865476,0.0,2.0,1.0,1.0,5.0,-1.414213562173095,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,281439502003036,Comcast,AT&T,Mississippi,"Memphis, TN-MS-AR",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,290970101001012,Cable One,Comcast,Missouri,"Joplin-Pittsburg, MO-KS-OK",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,290370602023016,AT&T,Spectrum,Missouri,"Kansas City, MO-KS",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,290950074001006,Spectrum,Google Fiber,Missouri,"Kansas City, MO-KS",0.0,Thursday,0.8,0.4472135954999579,0.0,1.0,1.0,1.0,5.0,-1.788854381599832,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,290950133133014,Google Fiber,Comcast,Missouri,"Kansas City, MO-KS",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,290950165002001,Spectrum,Google Fiber,Missouri,"Kansas City, MO-KS",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,290770055003002,Brightspeed,AT&T,Missouri,"Springfield, MO-AR",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,291833106012006,AT&T,Spectrum,Missouri,"St. Louis, MO-IL",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,291833111462009,AT&T,Spectrum,Missouri,"St. Louis, MO-IL",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,291833113911010,Spectrum,AT&T,Missouri,"St. Louis, MO-IL",0.0,Thursday,0.8,0.4472135954999579,0.0,1.0,1.0,1.0,5.0,-1.788854381599832,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,291833118023018,Spectrum,AT&T,Missouri,"St. Louis, MO-IL",2.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,300479406001095,Blackfoot Telephone Cooperative,Spectrum,Montana,"Missoula, MT",0.0,Thursday,1.25,0.49999999999999994,1.0,2.0,1.0,1.25,4.0,-2.4999999995000004,0.25,0.625,1.625,False,True,True,statistical,True,win
2025-06-19,4,Thursday,300630012004019,Spectrum,Blackfoot Telephone Cooperative,Montana,"Missoula, MT",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,310550073173007,Millennium Telcom,CenturyLink,Nebraska,"Omaha, NE-IA-MO",0.0,Thursday,1.5,0.7071067811865476,1.0,2.0,1.25,1.75,2.0,-2.1213203432596424,0.5,0.5,2.5,False,True,True,statistical,True,win
2025-06-19,4,Thursday,311770501012033,Great Plains Communications,Cox Communications,Nebraska,"Omaha, NE-IA-MO",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030010062005,CenturyLink,Cox Communications,Nevada,"Las Vegas, NV",2.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030014023008,T-Mobile FWA,Spectrum,Nevada,"Las Vegas, NV",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030029391022,Cox Communications,Spectrum,Nevada,"Las Vegas, NV",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030034102000,CenturyLink,Cox Communications,Nevada,"Las Vegas, NV",0.0,Thursday,1.1666666666666667,0.9831920802501749,0.0,3.0,1.0,1.0,6.0,-1.1866111312157288,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,320030036372005,Cox Communications,Comcast,Nevada,"Las Vegas, NV",0.0,Thursday,0.75,0.5,0.0,1.0,0.75,1.0,4.0,-1.4999999997,0.25,0.375,1.375,False,True,True,statistical,True,win
2025-06-19,4,Thursday,320030054371024,Cox Communications,Comcast,Nevada,"Las Vegas, NV",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030058044003,Cox Communications,Comcast,Nevada,"Las Vegas, NV",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,320030058044003,Cox Communications,Spectrum,Nevada,"Las Vegas, NV",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,330019655982028,Atlantic Broadband,Comcast,New Hampshire,"Boston, MA-NH-VT",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,330019661002008,Atlantic Broadband,Comcast,New Hampshire,"Boston, MA-NH-VT",0.0,Thursday,0.8571428571428571,0.37796447300922725,0.0,1.0,1.0,1.0,7.0,-2.267786837455363,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,330110019002024,Consolidated,Spectrum,New Hampshire,"Boston, MA-NH-VT",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340030522001007,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340139802001057,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340170058021036,Verizon,Comcast,New Jersey,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340230006031000,Altice,Verizon,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340230006031010,T-Mobile FWA,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340230009011025,Verizon,Comcast,New Jersey,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340230016004005,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.7071067811865476,0.0,2.0,1.0,1.0,5.0,-1.414213562173095,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,340270401024000,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340299900000002,Comcast,Spectrum,New Jersey,"New York, NY-NJ-CT-PA",2.0,Thursday,0.6666666666666666,0.5773502691896257,0.0,1.0,0.5,1.0,3.0,2.3094010763585033,0.5,-0.25,1.75,False,True,True,statistical,True,win
2025-06-19,4,Thursday,340311243123001,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340312462033001,Altice,Comcast,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.25,0.8864052604279183,0.0,3.0,1.0,1.25,8.0,-1.4101901868853246,0.25,0.625,1.625,False,True,True,statistical,True,win
2025-06-19,4,Thursday,340312641021005,Altice,Spectrum,New Jersey,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,4.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340350531031022,Verizon,Altice,New Jersey,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340057006023008,Comcast,Verizon,New Jersey,"Philadelphia, PA-NJ-DE",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340057014012026,Comcast,Verizon,New Jersey,"Philadelphia, PA-NJ-DE",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340076011021007,Verizon,Comcast,New Jersey,"Philadelphia, PA-NJ-DE",3.0,Thursday,0.42857142857142855,0.5345224838248488,0.0,1.0,0.0,1.0,7.0,4.810702353523639,1.0,-1.5,2.5,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340076084042001,Comcast,Verizon,New Jersey,"Philadelphia, PA-NJ-DE",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340090220002026,Comcast,Spectrum,New Jersey,"Philadelphia, PA-NJ-DE",2.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340210025005001,Altice,Comcast,New Jersey,"Philadelphia, PA-NJ-DE",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,340330220001015,Verizon,Comcast,New Jersey,"Philadelphia, PA-NJ-DE",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,350010001291003,Comcast,T-Mobile FWA,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,350359400002045,MATI,TDS Telecom,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,350490108002005,Comcast,CenturyLink,New Mexico,"Albuquerque-Santa Fe, NM-CO-AZ",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,350130012042001,T-Mobile FWA,Comcast,New Mexico,"El Paso, TX-NM",2.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360010144012015,Mid-Hudson Cablevision,Spectrum,New York,"Albany-Schenectady-Troy, NY-MA-VT",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360070133032006,Spectrum,Comcast,New York,"Binghamton, NY",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360290050001002,Spectrum,T-Mobile FWA,New York,"Buffalo, NY-PA",1.0,Thursday,0.2,0.4472135954999579,0.0,1.0,0.0,0.0,5.0,1.788854381599832,0.0,0.0,0.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360290050001002,Spectrum,Verizon FWA,New York,"Buffalo, NY-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360290145022035,GoNetspeed,Spectrum,New York,"Buffalo, NY-PA",1.0,Thursday,0.25,0.5,0.0,1.0,0.0,0.25,4.0,1.4999999997,0.25,-0.375,0.625,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360050189001009,Altice,Spectrum,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,0.75,0.5,0.0,1.0,0.75,1.0,4.0,-1.4999999997,0.25,0.375,1.375,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360050225002003,Altice,T-Mobile FWA,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.25,0.5,0.0,1.0,0.0,0.25,4.0,1.4999999997,0.25,-0.375,0.625,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360050237031003,Altice,T-Mobile FWA,New York,"New York, NY-NJ-CT-PA",2.0,Thursday,0.3333333333333333,0.5773502691896257,0.0,1.0,0.0,0.5,3.0,2.886751345448129,0.5,-0.75,1.25,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360050449021003,Altice,Spectrum,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,0.8,0.4472135954999579,0.0,1.0,1.0,1.0,5.0,-1.788854381599832,0.0,1.0,1.0,False,True,True,statistical,True,win
2025-06-19,4,Thursday,360050449021003,Altice,Verizon,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470348001011,Altice,Comcast,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470369003000,Spectrum,Verizon,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470382003000,Verizon,Altice,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470476002001,Altice,Spectrum,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470612001006,Altice,Comcast,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470666001000,Altice,Comcast,New York,"New York, NY-NJ-CT-PA",2.0,Thursday,0.2,0.4472135954999579,0.0,1.0,0.0,0.0,5.0,4.024922358599621,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470672001004,T-Mobile FWA,Altice,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360470998001002,Verizon,AT&T,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360471110002000,Altice,Spectrum,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,3.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360594062021008,Altice,Verizon,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,4.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360594062021008,Verizon,Altice,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360594085005009,Altice,Comcast,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360595219021000,Verizon,Altice,New York,"New York, NY-NJ-CT-PA",1.0,Thursday,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10000000000.0,0.0,0.0,0.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360610088005000,Spectrum,Altice,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360610251001000,Spectrum,AT&T,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360610251001000,Verizon,Spectrum,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
2025-06-19,4,Thursday,360810352002000,Spectrum,Altice,New York,"New York, NY-NJ-CT-PA",0.0,Thursday,1.0,0.0,1.0,1.0,1.0,1.0,2.0,-10000000000.0,0.0,1.0,1.0,True,True,True,statistical,True,win
