the_date,state,dma_name,winner,loser,suppress_amount,reason
2025-05-04,Florida,"Orlando-Daytona Beach-Melbourne, FL",CenturyLink,Spectrum,4.0,Z-Score > 1.5
2025-05-04,Florida,"Miami-Ft. Lauderdale, FL",T-Mobile FWA,Comcast,16.666666666666668,Z-Score > 1.5
2025-05-04,Washington,"Seattle-Tacoma, WA",Comcast,Ziply Fiber,6.333333333333334,Z-Score > 1.5
2025-05-04,Colorado,"Denver, CO",Comcast,Spectrum,14.333333333333332,Z-Score > 1.5
2025-05-04,California,"Los Angeles, CA",T-Mobile FWA,Spectrum,28.0,Z-Score > 1.5
2025-05-04,Illinois,"Chicago, IL",Comcast,T-Mobile FWA,14.666666666666668,Z-Score > 1.5
2025-05-04,Florida,"Tampa-St. Petersburg, FL",T-Mobile FWA,Comcast,10.666666666666668,Z-Score > 1.5
2025-05-04,Texas,"Houston, TX",Comcast,Spectrum,5.0,Z-Score > 1.5
2025-05-04,New York,"Buffalo, NY",Spectrum,Comcast,9.666666666666666,Z-Score > 1.5
2025-05-04,North Carolina,"Charlotte, NC",Windstream,Spectrum,4.333333333333333,Z-Score > 1.5
2025-05-04,Texas,"San Antonio, TX",T-Mobile FWA,Spectrum,11.0,Z-Score > 1.5
2025-05-04,Colorado,"Denver, CO",CenturyLink,Comcast,5.666666666666668,Z-Score > 1.5
2025-05-04,North Carolina,"Charlotte, NC",Spectrum,Windstream,3.666666666666667,Z-Score > 1.5
2025-05-04,Florida,"Jacksonville, FL",AT&T,Comcast,15.0,Z-Score > 1.5
2025-05-04,Michigan,"Detroit, MI",Comcast,CenturyLink,5.333333333333333,Z-Score > 1.5
2025-05-04,Texas,"Houston, TX",Comcast,T-Mobile FWA,2.666666666666666,Z-Score > 1.5
2025-05-04,New York,"New York, NY",T-Mobile FWA,Comcast,9.666666666666668,Z-Score > 1.5
2025-05-04,Indiana,"Ft. Wayne, IN",Frontier,Comcast,5.0,Z-Score > 1.5
2025-05-04,Massachusetts,"Boston, MA",Verizon,Comcast,12.0,Z-Score > 1.5
2025-05-04,New York,"New York, NY",Verizon,Altice,15.0,Z-Score > 1.5
2025-05-04,Michigan,"Detroit, MI",T-Mobile FWA,Comcast,11.666666666666668,Z-Score > 1.5
2025-05-04,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,10.333333333333334,Z-Score > 1.5
2025-05-04,Ohio,"Columbus, OH",Spectrum,AT&T,7.0,Z-Score > 1.5
2025-05-04,Georgia,"Atlanta, GA",Comcast,AT&T,14.333333333333336,Z-Score > 1.5
2025-05-04,Texas,"Houston, TX",Comcast,AT&T,29.0,Z-Score > 1.5
2025-05-04,Washington,"Seattle-Tacoma, WA",Comcast,T-Mobile FWA,8.666666666666666,Z-Score > 1.5
2025-05-04,New York,"New York, NY",Altice,Verizon,24.0,Z-Score > 1.5
2025-05-04,New York,"New York, NY",Verizon,Spectrum,15.666666666666668,Z-Score > 1.5
2025-05-04,Washington,"Seattle-Tacoma, WA",Comcast,Cox Communications,8.333333333333334,Z-Score > 1.5
2025-05-04,North Carolina,"Greensboro-High Point-Winston Salem, NC",Spectrum,AT&T,7.666666666666666,Pct Increase > 30%
2025-05-04,Minnesota,"Minneapolis-St. Paul, MN",T-Mobile FWA,Comcast,7.666666666666666,Pct Increase > 30%
2025-05-04,Arizona,"Phoenix, AZ",Wyyerd Communications,Cox Communications,8.333333333333334,Pct Increase > 30%
2025-05-04,California,"San Diego, CA",Cox Communications,AT&T,3.333333333333334,Pct Increase > 30%
2025-05-04,Florida,"Orlando-Daytona Beach-Melbourne, FL",T-Mobile FWA,Comcast,5.333333333333333,Pct Increase > 30%
2025-05-04,New York,"New York, NY",T-Mobile FWA,Verizon,5.333333333333333,Pct Increase > 30%
2025-05-04,Tennessee,"Memphis, TN",T-Mobile FWA,Comcast,6.0,Pct Increase > 30%
2025-05-04,New York,"Syracuse, NY",Spectrum,Comcast,6.0,Pct Increase > 30%
2025-05-04,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Cox Communications,8.333333333333332,Pct Increase > 30%
2025-05-04,Indiana,"Indianapolis, IN",Spectrum,Comcast,4.333333333333333,Pct Increase > 30%
2025-05-04,Michigan,"Flint-Saginaw-Bay City, MI",Spectrum,Comcast,6.333333333333334,Pct Increase > 30%
2025-05-04,Texas,"Dallas-Ft. Worth, TX",AT&T,Altice,4.0,Pct Increase > 30%
2025-05-04,Georgia,"Atlanta, GA",Verizon FWA,Spectrum,4.666666666666667,Pct Increase > 30%
2025-05-04,Florida,"Tampa-St. Petersburg, FL",T-Mobile FWA,Spectrum,8.0,Pct Increase > 30%
2025-05-04,New York,"New York, NY",Spectrum,Altice,8.333333333333332,Pct Increase > 30%
2025-05-04,North Carolina,"Charlotte, NC",T-Mobile FWA,Spectrum,9.0,Pct Increase > 30%
2025-05-04,Indiana,"Indianapolis, IN",Comcast,AT&T,5.333333333333334,Pct Increase > 30%
2025-05-04,North Carolina,"Raleigh-Durham, NC",Brightspeed,Spectrum,3.666666666666666,Pct Increase > 30%
2025-05-04,New York,"New York, NY",Verizon FWA,Spectrum,5.666666666666667,Pct Increase > 30%
2025-05-04,Virginia,"Washington, DC",Verizon,Comcast,14.333333333333334,Pct Increase > 30%
2025-05-04,Michigan,"Detroit, MI",AT&T,Spectrum,3.666666666666666,Pct Increase > 30%
2025-05-04,Colorado,"Colorado Springs-Pueblo, CO",CenturyLink,Comcast,3.666666666666667,Pct Increase > 30%
2025-05-04,New York,"New York, NY",Altice,AT&T,6.0,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",AT&T,Spectrum,5.333333333333333,Pct Increase > 30%
2025-05-04,Hawaii,"Honolulu, HI",Spectrum,Cincinnati Bell,4.0,Pct Increase > 30%
2025-05-04,Alabama,"Birmingham, AL",T-Mobile FWA,Spectrum,4.0,Pct Increase > 30%
2025-05-04,New York,"Rochester, NY",Spectrum,Comcast,6.333333333333334,Pct Increase > 30%
2025-05-04,Michigan,"Grand Rapids-Kalamazoo-Battle Creek, MI",Comcast,Spectrum,8.666666666666666,Pct Increase > 30%
2025-05-04,New Jersey,"New York, NY",Comcast,Verizon,9.0,Pct Increase > 30%
2025-05-04,Maine,"Portland-Auburn, ME",Spectrum,Comcast,6.333333333333334,Pct Increase > 30%
2025-05-04,Missouri,"Kansas City, MO",Google Fiber,Comcast,5.0,Pct Increase > 30%
2025-05-04,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,11.666666666666666,Pct Increase > 30%
2025-05-04,California,"Los Angeles, CA",Verizon FWA,Spectrum,9.666666666666668,Pct Increase > 30%
2025-05-04,Pennsylvania,"Wilkes Barre-Scranton-Hazleton, PA",Service Electric,Comcast,2.666666666666667,Pct Increase > 30%
2025-05-04,Texas,"Austin, TX",AT&T,Spectrum,6.333333333333334,Pct Increase > 30%
2025-05-04,North Carolina,"Charlotte, NC",Spectrum,T-Mobile FWA,6.666666666666667,Pct Increase > 30%
2025-05-04,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Spectrum,11.666666666666666,Pct Increase > 30%
2025-05-04,Missouri,"St. Louis, MO",AT&T,Spectrum,8.0,Pct Increase > 30%
2025-05-04,Virginia,"Washington, DC",Comcast,Verizon,7.333333333333333,Pct Increase > 30%
2025-05-04,Arizona,"Phoenix, AZ",Cox Communications,T-Mobile FWA,3.333333333333333,Pct Increase > 30%
2025-05-04,New York,"Albany-Schenectady-Troy, NY",Spectrum,Comcast,9.333333333333332,Pct Increase > 30%
2025-05-04,Missouri,"Kansas City, MO",Google Fiber,AT&T,4.333333333333333,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",Comcast,AT&T,28.333333333333332,Pct Increase > 30%
2025-05-04,Georgia,"Atlanta, GA",Spectrum,AT&T,6.333333333333332,Pct Increase > 30%
2025-05-04,Arizona,"Phoenix, AZ",Cox Communications,CenturyLink,14.333333333333336,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",AT&T,Comcast,16.333333333333336,Pct Increase > 30%
2025-05-04,Missouri,"St. Louis, MO",T-Mobile FWA,Spectrum,5.0,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",Comcast,Cox Communications,9.333333333333334,Pct Increase > 30%
2025-05-04,Texas,"San Antonio, TX",Spectrum,T-Mobile FWA,3.333333333333333,Pct Increase > 30%
2025-05-04,Utah,"Salt Lake City, UT",CenturyLink,Comcast,5.0,Pct Increase > 30%
2025-05-04,North Carolina,"Charlotte, NC",AT&T,Spectrum,9.333333333333334,Pct Increase > 30%
2025-05-04,New Hampshire,"Boston, MA",Consolidated,Atlantic Broadband,6.333333333333334,Pct Increase > 30%
2025-05-04,Texas,"Houston, TX",T-Mobile FWA,Spectrum,4.333333333333334,Pct Increase > 30%
2025-05-04,Oklahoma,"Oklahoma City, OK",AT&T,Cox Communications,2.666666666666667,Pct Increase > 30%
2025-05-04,Florida,"Miami-Ft. Lauderdale, FL",AT&T,Comcast,15.333333333333336,Pct Increase > 30%
2025-05-04,Texas,"Houston, TX",AT&T,Comcast,23.66666666666667,Pct Increase > 30%
2025-05-04,Maryland,"Baltimore, MD",Comcast,Verizon,3.666666666666666,Pct Increase > 30%
2025-05-04,Massachusetts,"Boston, MA",Comcast,Spectrum,7.666666666666666,Pct Increase > 30%
2025-05-04,Georgia,"Atlanta, GA",Verizon FWA,Comcast,4.0,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",Verizon FWA,Comcast,5.333333333333334,Pct Increase > 30%
2025-05-04,California,"San Diego, CA",AT&T,Cox Communications,2.666666666666666,Pct Increase > 30%
2025-05-04,Texas,"Houston, TX",AT&T,Spectrum,4.666666666666666,Pct Increase > 30%
2025-05-04,Colorado,"Denver, CO",T-Mobile FWA,Comcast,3.333333333333333,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,16.333333333333332,Pct Increase > 30%
2025-05-04,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,5.0,Pct Increase > 30%
2025-05-04,Michigan,"Detroit, MI",Comcast,Spectrum,10.0,Pct Increase > 30%
2025-05-04,North Carolina,"Charlotte, NC",Spectrum,Comcast,6.333333333333334,Pct Increase > 30%
2025-05-04,New York,"New York, NY",Verizon,AT&T,3.0,Pct Increase > 30%
2025-05-04,North Carolina,"Charlotte, NC",Spectrum,AT&T,4.333333333333334,Pct Increase > 30%
2025-05-04,New Jersey,"New York, NY",Comcast,Altice,4.333333333333334,Pct Increase > 30%
2025-05-04,Illinois,"Chicago, IL",Comcast,Spectrum,9.666666666666668,Pct Increase > 30%
2025-05-04,Texas,"Dallas-Ft. Worth, TX",Verizon FWA,Spectrum,5.0,Pct Increase > 30%
2025-05-05,Ohio,"Cleveland-Akron, OH",Spectrum,AT&T,10.666666666666666,Z-Score > 1.5
2025-05-05,Arizona,"Phoenix, AZ",T-Mobile FWA,Cox Communications,10.666666666666666,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",T-Mobile FWA,AT&T,7.333333333333333,Z-Score > 1.5
2025-05-05,Tennessee,"Knoxville, TN",AT&T,Comcast,7.333333333333334,Z-Score > 1.5
2025-05-05,Ohio,"Cincinnati, OH",Spectrum,Cincinnati Bell,10.0,Z-Score > 1.5
2025-05-05,Washington,"Seattle-Tacoma, WA",T-Mobile FWA,Comcast,12.333333333333332,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",Comcast,Altice,11.666666666666666,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",Comcast,T-Mobile FWA,13.0,Z-Score > 1.5
2025-05-05,Florida,"Tampa-St. Petersburg, FL",Spectrum,AT&T,7.0,Z-Score > 1.5
2025-05-05,Texas,"Dallas-Ft. Worth, TX",AT&T,Altice,7.0,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",AT&T,Comcast,19.666666666666664,Z-Score > 1.5
2025-05-05,Florida,"Orlando-Daytona Beach-Melbourne, FL",T-Mobile FWA,Spectrum,21.333333333333332,Z-Score > 1.5
2025-05-05,Tennessee,"Nashville, TN",T-Mobile FWA,Comcast,7.666666666666667,Z-Score > 1.5
2025-05-05,California,"San Francisco-Oakland-San Jose, CA",T-Mobile FWA,Comcast,7.333333333333334,Z-Score > 1.5
2025-05-05,Texas,"San Antonio, TX",AT&T,Spectrum,8.0,Z-Score > 1.5
2025-05-05,Texas,"Dallas-Ft. Worth, TX",Frontier,Spectrum,2.666666666666666,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",AT&T,Spectrum,8.666666666666666,Z-Score > 1.5
2025-05-05,Utah,"Salt Lake City, UT",Comcast,CenturyLink,6.333333333333334,Z-Score > 1.5
2025-05-05,California,"Sacramento-Stockton-Modesto, CA",Comcast,AT&T,10.333333333333334,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",Spectrum,T-Mobile FWA,4.666666666666668,Z-Score > 1.5
2025-05-05,Massachusetts,"Boston, MA",Comcast,Spectrum,16.333333333333332,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",T-Mobile FWA,Comcast,8.0,Z-Score > 1.5
2025-05-05,Texas,"San Antonio, TX",Google Fiber,Spectrum,8.0,Z-Score > 1.5
2025-05-05,New York,"New York, NY",Spectrum,Verizon,11.333333333333334,Z-Score > 1.5
2025-05-05,Florida,"Ft. Myers-Naples, FL",Comcast,CenturyLink,9.0,Z-Score > 1.5
2025-05-05,Maine,"Bangor, ME",Consolidated,Spectrum,9.333333333333334,Z-Score > 1.5
2025-05-05,North Carolina,"Raleigh-Durham, NC",Spectrum,Brightspeed,8.0,Z-Score > 1.5
2025-05-05,Alabama,"Birmingham, AL",T-Mobile FWA,Spectrum,5.0,Z-Score > 1.5
2025-05-05,Washington,"Seattle-Tacoma, WA",CenturyLink,Comcast,4.333333333333334,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",T-Mobile FWA,Comcast,4.333333333333333,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",Comcast,AT&T,22.0,Z-Score > 1.5
2025-05-05,Arizona,"Phoenix, AZ",CenturyLink,Cox Communications,8.333333333333334,Z-Score > 1.5
2025-05-05,Wisconsin,"Green Bay-Appleton, WI",Spectrum,Comcast,7.0,Z-Score > 1.5
2025-05-05,Kentucky,"Lexington, KY",Spectrum,Windstream,5.0,Z-Score > 1.5
2025-05-05,Wisconsin,"Milwaukee, WI",AT&T,Spectrum,5.0,Z-Score > 1.5
2025-05-05,Arizona,"Phoenix, AZ",Cox Communications,CenturyLink,13.0,Z-Score > 1.5
2025-05-05,New Hampshire,"Boston, MA",Consolidated,Atlantic Broadband,7.333333333333333,Z-Score > 1.5
2025-05-05,Tennessee,"Memphis, TN",AT&T,Comcast,5.666666666666667,Z-Score > 1.5
2025-05-05,Illinois,"Chicago, IL",Comcast,AT&T,20.666666666666664,Z-Score > 1.5
2025-05-05,Arizona,"Phoenix, AZ",Cox Communications,Comcast,8.0,Z-Score > 1.5
2025-05-05,Maryland,"Washington, DC",Comcast,Verizon,8.333333333333334,Z-Score > 1.5
2025-05-05,Georgia,"Atlanta, GA",AT&T,Spectrum,5.333333333333332,Z-Score > 1.5
2025-05-05,New Jersey,"New York, NY",Comcast,Verizon,8.666666666666666,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",Frontier,Spectrum,8.666666666666664,Z-Score > 1.5
2025-05-05,Michigan,"Flint-Saginaw-Bay City, MI",Spectrum,Comcast,4.333333333333333,Z-Score > 1.5
2025-05-05,Illinois,"Chicago, IL",Comcast,Cox Communications,6.333333333333334,Z-Score > 1.5
2025-05-05,Texas,"Houston, TX",Verizon FWA,Comcast,4.0,Z-Score > 1.5
2025-05-05,Wisconsin,"Milwaukee, WI",Spectrum,Comcast,2.0,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",Spectrum,Cox Communications,4.0,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",AT&T,Spectrum,14.666666666666668,Z-Score > 1.5
2025-05-05,California,"Los Angeles, CA",Spectrum,AT&T,16.333333333333332,Z-Score > 1.5
2025-05-05,Maine,"Portland-Auburn, ME",Spectrum,Comcast,6.666666666666667,Z-Score > 1.5
2025-05-05,Oregon,"Portland, OR",CenturyLink,Comcast,7.666666666666666,Z-Score > 1.5
2025-05-05,Washington,"Seattle-Tacoma, WA",Ziply Fiber,Comcast,5.666666666666666,Z-Score > 1.5
2025-05-05,Florida,"Tampa-St. Petersburg, FL",T-Mobile FWA,Spectrum,4.666666666666667,Z-Score > 1.5
2025-05-05,Michigan,"Detroit, MI",Spectrum,Comcast,5.333333333333333,Z-Score > 1.5
2025-05-05,Virginia,"Washington, DC",Verizon,Comcast,11.0,Z-Score > 1.5
2025-05-05,Wisconsin,"Milwaukee, WI",Spectrum,AT&T,7.333333333333333,Z-Score > 1.5
2025-05-05,Arizona,"Phoenix, AZ",Cox Communications,AT&T,6.0,Z-Score > 1.5
2025-05-05,Illinois,"Chicago, IL",Comcast,Spectrum,18.333333333333336,Z-Score > 1.5
2025-05-05,Texas,"Dallas-Ft. Worth, TX",AT&T,Spectrum,15.333333333333336,Z-Score > 1.5
2025-05-05,Florida,"Miami-Ft. Lauderdale, FL",AT&T,Comcast,13.333333333333332,Z-Score > 1.5
2025-05-05,Texas,"Dallas-Ft. Worth, TX",Spectrum,T-Mobile FWA,4.666666666666666,Z-Score > 1.5
2025-05-05,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,17.666666666666668,Z-Score > 1.5
2025-05-05,Indiana,"Indianapolis, IN",Comcast,Spectrum,3.333333333333334,Z-Score > 1.5
2025-05-05,Florida,"Orlando-Daytona Beach-Melbourne, FL",Comcast,Spectrum,3.333333333333333,Z-Score > 1.5
2025-05-05,New York,"New York, NY",Verizon,Altice,14.333333333333334,Z-Score > 1.5
2025-05-05,New York,"New York, NY",Spectrum,Comcast,7.333333333333334,Z-Score > 1.5
2025-05-05,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Spectrum,4.0,Z-Score > 1.5
2025-05-05,Connecticut,"Hartford & New Haven, CT",Comcast,Frontier,4.333333333333333,Z-Score > 1.5
2025-05-05,Virginia,"Richmond-Petersburg, VA",Comcast,Verizon,5.333333333333333,Pct Increase > 30%
2025-05-05,Utah,"Salt Lake City, UT",CenturyLink,Comcast,4.0,Pct Increase > 30%
2025-05-05,Florida,"Tampa-St. Petersburg, FL",Frontier,Comcast,10.333333333333334,Pct Increase > 30%
2025-05-05,Missouri,"St. Louis, MO",Spectrum,AT&T,5.333333333333333,Pct Increase > 30%
2025-05-05,Florida,"Jacksonville, FL",Comcast,AT&T,8.666666666666668,Pct Increase > 30%
2025-05-05,Michigan,"Detroit, MI",Comcast,Spectrum,8.666666666666666,Pct Increase > 30%
2025-05-05,Florida,"Orlando-Daytona Beach-Melbourne, FL",Spectrum,Comcast,10.0,Pct Increase > 30%
2025-05-05,Maryland,"Washington, DC",Verizon,Comcast,11.333333333333334,Pct Increase > 30%
2025-05-05,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,3.666666666666667,Pct Increase > 30%
2025-05-05,California,"Los Angeles, CA",Verizon FWA,Spectrum,9.0,Pct Increase > 30%
2025-05-05,Michigan,"Detroit, MI",AT&T,Comcast,5.333333333333334,Pct Increase > 30%
2025-05-05,New York,"New York, NY",Altice,Verizon,6.666666666666666,Pct Increase > 30%
2025-05-05,North Carolina,"Charlotte, NC",Spectrum,AT&T,6.0,Pct Increase > 30%
2025-05-05,Illinois,"Chicago, IL",AT&T,Comcast,12.666666666666666,Pct Increase > 30%
2025-05-05,North Carolina,"Charlotte, NC",T-Mobile FWA,Spectrum,5.0,Pct Increase > 30%
2025-05-05,Massachusetts,"Boston, MA",Comcast,Verizon,7.333333333333333,Pct Increase > 30%
2025-05-05,Texas,"Houston, TX",Comcast,Spectrum,6.333333333333334,Pct Increase > 30%
2025-05-05,Indiana,"Indianapolis, IN",Comcast,AT&T,3.666666666666667,Pct Increase > 30%
2025-05-05,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,4.666666666666667,Pct Increase > 30%
2025-05-05,Arizona,"Phoenix, AZ",Wyyerd Communications,Cox Communications,5.0,Pct Increase > 30%
2025-05-05,California,"Los Angeles, CA",Spectrum,Frontier,9.0,Pct Increase > 30%
2025-05-05,California,"Los Angeles, CA",T-Mobile FWA,Spectrum,9.333333333333332,Pct Increase > 30%
2025-05-05,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,15.0,Pct Increase > 30%
2025-05-05,Ohio,"Columbus, OH",Spectrum,Comcast,4.0,Pct Increase > 30%
2025-05-05,Minnesota,"Minneapolis-St. Paul, MN",CenturyLink,Comcast,4.0,Pct Increase > 30%
2025-05-05,Tennessee,"Nashville, TN",Comcast,AT&T,4.333333333333333,Pct Increase > 30%
2025-05-05,Florida,"Jacksonville, FL",AT&T,Comcast,5.333333333333333,Pct Increase > 30%
2025-05-05,Missouri,"Kansas City, MO",Google Fiber,Spectrum,4.333333333333333,Pct Increase > 30%
2025-05-05,California,"Sacramento-Stockton-Modesto, CA",T-Mobile FWA,Comcast,3.0,Pct Increase > 30%
2025-05-05,North Carolina,"Charlotte, NC",AT&T,Spectrum,3.666666666666667,Pct Increase > 30%
2025-05-05,California,"Los Angeles, CA",Spectrum,Comcast,10.0,Pct Increase > 30%
2025-05-05,Texas,"Dallas-Ft. Worth, TX",T-Mobile FWA,Spectrum,4.666666666666666,Pct Increase > 30%
2025-05-05,Texas,"Houston, TX",Ezee Fiber,Comcast,3.0,Pct Increase > 30%
2025-05-05,Texas,"Dallas-Ft. Worth, TX",AT&T,Comcast,5.666666666666666,Pct Increase > 30%
2025-05-05,New York,"New York, NY",Verizon,Spectrum,5.0,Pct Increase > 30%
2025-05-05,New York,"New York, NY",Altice,Comcast,6.666666666666668,Pct Increase > 30%
2025-05-05,New York,"New York, NY",Altice,Spectrum,3.666666666666666,Pct Increase > 30%
2025-05-05,Texas,"Dallas-Ft. Worth, TX",Spectrum,Comcast,3.0,Pct Increase > 30%
2025-05-05,Florida,"West Palm Beach-Ft. Pierce, FL",Comcast,AT&T,6.0,Pct Increase > 30%
2025-05-05,New Jersey,"New York, NY",Comcast,Altice,9.0,Pct Increase > 30%
2025-05-06,Ohio,"Cleveland-Akron, OH",AT&T,Spectrum,8.666666666666666,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",T-Mobile FWA,Spectrum,8.333333333333332,Z-Score > 1.5
2025-05-06,Missouri,"St. Louis, MO",Spectrum,Comcast,7.666666666666666,Z-Score > 1.5
2025-05-06,Colorado,"Denver, CO",Comcast,Spectrum,7.333333333333333,Z-Score > 1.5
2025-05-06,Massachusetts,"Boston, MA",Comcast,Spectrum,17.666666666666668,Z-Score > 1.5
2025-05-06,Colorado,"Colorado Springs-Pueblo, CO",Comcast,CenturyLink,5.666666666666667,Z-Score > 1.5
2025-05-06,Texas,"Dallas-Ft. Worth, TX",AT&T,Spectrum,18.666666666666664,Z-Score > 1.5
2025-05-06,New Hampshire,"Boston, MA",Atlantic Broadband,Comcast,8.0,Z-Score > 1.5
2025-05-06,Florida,"Miami-Ft. Lauderdale, FL",Comcast,T-Mobile FWA,8.0,Z-Score > 1.5
2025-05-06,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",AT&T,Spectrum,8.333333333333334,Z-Score > 1.5
2025-05-06,California,"San Francisco-Oakland-San Jose, CA",Comcast,Spectrum,6.0,Z-Score > 1.5
2025-05-06,Massachusetts,"Boston, MA",Verizon,Comcast,13.666666666666666,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",Comcast,Spectrum,10.666666666666666,Z-Score > 1.5
2025-05-06,Maryland,"Washington, DC",Comcast,Verizon,22.0,Z-Score > 1.5
2025-05-06,New York,"New York, NY",T-Mobile FWA,Verizon,7.666666666666666,Z-Score > 1.5
2025-05-06,Texas,"Dallas-Ft. Worth, TX",Spectrum,Comcast,5.0,Z-Score > 1.5
2025-05-06,Michigan,"Detroit, MI",Comcast,AT&T,18.0,Z-Score > 1.5
2025-05-06,Texas,"San Antonio, TX",Google Fiber,AT&T,7.333333333333333,Z-Score > 1.5
2025-05-06,New Jersey,"New York, NY",Comcast,Spectrum,10.666666666666666,Z-Score > 1.5
2025-05-06,Texas,"Houston, TX",T-Mobile FWA,Spectrum,6.666666666666667,Z-Score > 1.5
2025-05-06,Washington,"Seattle-Tacoma, WA",Comcast,Spectrum,10.666666666666666,Z-Score > 1.5
2025-05-06,Oregon,"Portland, OR",Ziply Fiber,Comcast,11.0,Z-Score > 1.5
2025-05-06,New York,"Syracuse, NY",Spectrum,Comcast,7.0,Z-Score > 1.5
2025-05-06,Florida,"Tampa-St. Petersburg, FL",Frontier,Comcast,7.0,Z-Score > 1.5
2025-05-06,Oklahoma,"Oklahoma City, OK",AT&T,Cox Communications,4.666666666666667,Z-Score > 1.5
2025-05-06,North Carolina,"Raleigh-Durham, NC",Metronet,Spectrum,8.333333333333334,Z-Score > 1.5
2025-05-06,Minnesota,"Minneapolis-St. Paul, MN",T-Mobile FWA,Comcast,8.333333333333332,Z-Score > 1.5
2025-05-06,Arizona,"Phoenix, AZ",Cox Communications,CenturyLink,16.0,Z-Score > 1.5
2025-05-06,Florida,"Tampa-St. Petersburg, FL",Spectrum,T-Mobile FWA,5.666666666666667,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",AT&T,Comcast,7.666666666666664,Z-Score > 1.5
2025-05-06,Arkansas,"Little Rock-Pine Bluff, AR",AT&T,Comcast,7.333333333333334,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",Comcast,AT&T,19.333333333333332,Z-Score > 1.5
2025-05-06,Texas,"Dallas-Ft. Worth, TX",AT&T,Altice,10.0,Z-Score > 1.5
2025-05-06,New Jersey,"New York, NY",Comcast,Altice,8.333333333333334,Z-Score > 1.5
2025-05-06,North Carolina,"Charlotte, NC",Spectrum,T-Mobile FWA,6.333333333333334,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",Spectrum,Comcast,6.333333333333333,Z-Score > 1.5
2025-05-06,Minnesota,"Minneapolis-St. Paul, MN",Comcast,CenturyLink,15.0,Z-Score > 1.5
2025-05-06,Arizona,"Phoenix, AZ",Verizon FWA,Cox Communications,8.333333333333332,Z-Score > 1.5
2025-05-06,Florida,"Miami-Ft. Lauderdale, FL",Comcast,AT&T,18.0,Z-Score > 1.5
2025-05-06,Florida,"Tampa-St. Petersburg, FL",Spectrum,AT&T,8.0,Z-Score > 1.5
2025-05-06,Texas,"Houston, TX",Comcast,AT&T,6.666666666666664,Z-Score > 1.5
2025-05-06,Michigan,"Flint-Saginaw-Bay City, MI",Spectrum,Comcast,5.333333333333334,Z-Score > 1.5
2025-05-06,Virginia,"Richmond-Petersburg, VA",Verizon,Comcast,7.333333333333333,Z-Score > 1.5
2025-05-06,Missouri,"St. Louis, MO",AT&T,Spectrum,13.0,Z-Score > 1.5
2025-05-06,Arizona,"Phoenix, AZ",Cox Communications,Comcast,5.0,Z-Score > 1.5
2025-05-06,California,"San Francisco-Oakland-San Jose, CA",Comcast,AT&T,15.0,Z-Score > 1.5
2025-05-06,Florida,"Jacksonville, FL",Comcast,AT&T,15.0,Z-Score > 1.5
2025-05-06,Colorado,"Denver, CO",Comcast,CenturyLink,15.0,Z-Score > 1.5
2025-05-06,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Spectrum,7.333333333333334,Z-Score > 1.5
2025-05-06,Florida,"Orlando-Daytona Beach-Melbourne, FL",T-Mobile FWA,Spectrum,9.666666666666666,Z-Score > 1.5
2025-05-06,Georgia,"Atlanta, GA",Spectrum,AT&T,4.0,Z-Score > 1.5
2025-05-06,Colorado,"Denver, CO",CenturyLink,Comcast,6.0,Z-Score > 1.5
