the_date,state,dma_name,winner,loser,suppress_amount,reason
2025-02-26,New York,"New York, NY",Altice,Verizon,12.0,Z-Score > 1.5
2025-02-26,New York,"New York, NY",Verizon,Spectrum,8.333333333333334,Z-Score > 1.5
2025-02-27,Illinois,"Chicago, IL",Comcast,AT&T,11.333333333333334,Z-Score > 1.5
2025-02-27,New York,"New York, NY",Verizon,Spectrum,8.333333333333334,Z-Score > 1.5
2025-02-27,New York,"New York, NY",Verizon,Altice,11.0,Z-Score > 1.5
2025-02-27,New York,"New York, NY",Altice,Verizon,8.0,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Altice,Comcast,11.666666666666666,Z-Score > 1.5
2025-02-28,Maine,"Portland-Auburn, ME",Consolidated,Spectrum,10.666666666666666,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Altice,T-Mobile FWA,9.666666666666666,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Spectrum,Comcast,10.666666666666666,Z-Score > 1.5
2025-02-28,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,7.333333333333333,Z-Score > 1.5
2025-02-28,Illinois,"Chicago, IL",AT&T,Comcast,8.333333333333334,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Altice,Spectrum,10.666666666666666,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Altice,Verizon,9.333333333333334,Z-Score > 1.5
2025-02-28,New York,"New York, NY",Verizon,Altice,9.333333333333334,Z-Score > 1.5
2025-02-28,Maryland,"Washington, DC",Verizon,Comcast,7.0,Pct Increase > 30%
2025-03-01,North Carolina,"Charlotte, NC",Verizon FWA,Spectrum,8.666666666666666,Z-Score > 1.5
2025-03-01,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,24.666666666666668,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Altice,Spectrum,21.333333333333332,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Verizon FWA,Spectrum,8.333333333333334,Z-Score > 1.5
2025-03-01,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,11.333333333333334,Z-Score > 1.5
2025-03-01,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,13.666666666666666,Z-Score > 1.5
2025-03-01,New Jersey,"New York, NY",Altice,Comcast,14.0,Z-Score > 1.5
2025-03-01,Illinois,"Chicago, IL",AT&T,Comcast,16.666666666666668,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Verizon,Comcast,20.666666666666668,Z-Score > 1.5
2025-03-01,Maryland,"Washington, DC",Comcast,Verizon,9.0,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Altice,Verizon,14.0,Z-Score > 1.5
2025-03-01,Massachusetts,"Boston, MA",Comcast,Spectrum,7.333333333333334,Z-Score > 1.5
2025-03-01,New Jersey,"New York, NY",Verizon,Comcast,8.0,Z-Score > 1.5
2025-03-01,Virginia,"Washington, DC",Verizon,Comcast,11.0,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Verizon,Altice,11.666666666666666,Z-Score > 1.5
2025-03-01,New York,"New York, NY",Altice,Comcast,8.666666666666666,Pct Increase > 30%
2025-03-01,New Jersey,"Philadelphia, PA",Comcast,Verizon,5.666666666666667,Pct Increase > 30%
2025-03-01,Kentucky,"Cincinnati, OH",Cincinnati Bell,Spectrum,3.666666666666667,Pct Increase > 30%
2025-03-01,New York,"New York, NY",T-Mobile FWA,Spectrum,10.0,Pct Increase > 30%
2025-03-02,New York,"New York, NY",Spectrum,Comcast,11.666666666666666,Z-Score > 1.5
2025-03-02,Virginia,"Washington, DC",T-Mobile FWA,Comcast,8.666666666666666,Z-Score > 1.5
2025-03-02,Pennsylvania,"Philadelphia, PA",Comcast,Spectrum,11.0,Z-Score > 1.5
2025-03-02,Maryland,"Washington, DC",Verizon,Comcast,11.0,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Altice,Spectrum,28.0,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Altice,Comcast,14.333333333333334,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Altice,Verizon,19.0,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Altice,T-Mobile FWA,9.666666666666666,Z-Score > 1.5
2025-03-02,Missouri,"St. Louis, MO",Spectrum,AT&T,8.666666666666666,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Spectrum,Altice,10.0,Z-Score > 1.5
2025-03-02,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,10.666666666666666,Z-Score > 1.5
2025-03-02,New York,"New York, NY",Verizon,Altice,14.666666666666666,Z-Score > 1.5
2025-03-02,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,11.666666666666666,Z-Score > 1.5
2025-03-02,Illinois,"Chicago, IL",AT&T,Comcast,15.666666666666666,Z-Score > 1.5
2025-03-02,Massachusetts,"Boston, MA",Comcast,Spectrum,7.333333333333334,Z-Score > 1.5
2025-03-02,Florida,"Jacksonville, FL",Comcast,Spectrum,13.0,Z-Score > 1.5
2025-03-02,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,12.333333333333332,Z-Score > 1.5
2025-03-02,New Jersey,"Philadelphia, PA",Verizon,Comcast,8.333333333333334,Z-Score > 1.5
2025-03-02,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,4.0,Pct Increase > 30%
2025-03-02,New Jersey,"New York, NY",Altice,Comcast,6.0,Pct Increase > 30%
2025-03-02,Virginia,"Washington, DC",Verizon,Comcast,4.333333333333333,Pct Increase > 30%
2025-03-02,Ohio,"Cincinnati, OH",Spectrum,Cincinnati Bell,8.0,Pct Increase > 30%
2025-03-03,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,18.0,Z-Score > 1.5
2025-03-03,New York,"New York, NY",Altice,Comcast,10.0,Z-Score > 1.5
2025-03-03,Illinois,"Chicago, IL",Comcast,Spectrum,8.0,Z-Score > 1.5
2025-03-03,Maryland,"Washington, DC",Verizon,Comcast,7.0,Z-Score > 1.5
2025-03-03,New Jersey,"New York, NY",Altice,Comcast,4.666666666666667,Pct Increase > 30%
2025-03-04,Illinois,"Chicago, IL",Comcast,AT&T,10.0,Z-Score > 1.5
2025-03-04,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,10.666666666666668,Z-Score > 1.5
2025-03-04,New York,"New York, NY",Spectrum,Altice,12.666666666666666,Z-Score > 1.5
2025-03-04,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,8.0,Z-Score > 1.5
2025-03-04,New York,"New York, NY",Altice,Spectrum,15.666666666666668,Z-Score > 1.5
2025-03-04,New York,"New York, NY",Altice,Comcast,10.0,Z-Score > 1.5
2025-03-04,New Jersey,"New York, NY",Verizon,Comcast,9.666666666666666,Z-Score > 1.5
2025-03-04,Maryland,"Washington, DC",Verizon,Comcast,6.333333333333333,Pct Increase > 30%
2025-03-04,New Jersey,"New York, NY",Altice,Verizon,4.0,Pct Increase > 30%
2025-03-05,Maryland,"Washington, DC",Verizon,Comcast,9.666666666666666,Z-Score > 1.5
2025-03-05,Massachusetts,"Boston, MA",Comcast,Spectrum,9.666666666666666,Z-Score > 1.5
2025-03-05,Minnesota,"Minneapolis-St. Paul, MN",Comcast,CenturyLink,11.666666666666666,Z-Score > 1.5
2025-03-05,Illinois,"Chicago, IL",Comcast,Spectrum,10.0,Z-Score > 1.5
2025-03-05,Illinois,"Chicago, IL",Verizon FWA,Comcast,9.0,Z-Score > 1.5
2025-03-05,Illinois,"Chicago, IL",Comcast,T-Mobile FWA,11.0,Z-Score > 1.5
2025-03-05,Maine,"Portland-Auburn, ME",Consolidated,Spectrum,7.333333333333334,Z-Score > 1.5
2025-03-05,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,13.666666666666666,Z-Score > 1.5
2025-03-05,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,15.333333333333334,Z-Score > 1.5
2025-03-05,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,7.666666666666666,Z-Score > 1.5
2025-03-05,New York,"New York, NY",Verizon,Altice,18.333333333333332,Z-Score > 1.5
2025-03-05,Colorado,"Denver, CO",CenturyLink,Comcast,15.0,Z-Score > 1.5
2025-03-05,Illinois,"Chicago, IL",AT&T,Comcast,7.333333333333334,Z-Score > 1.5
2025-03-05,New York,"New York, NY",Verizon,Spectrum,11.333333333333332,Z-Score > 1.5
2025-03-05,New York,"New York, NY",Altice,Verizon,7.0,Z-Score > 1.5
2025-03-05,New Jersey,"New York, NY",Altice,Comcast,11.666666666666668,Z-Score > 1.5
2025-03-05,New Jersey,"New York, NY",Altice,Spectrum,9.0,Z-Score > 1.5
2025-03-05,New York,"New York, NY",Altice,Comcast,6.666666666666667,Pct Increase > 30%
2025-03-06,Illinois,"Chicago, IL",Comcast,Spectrum,10.0,Z-Score > 1.5
2025-03-06,New York,"New York, NY",Altice,Spectrum,8.333333333333334,Z-Score > 1.5
2025-03-06,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,11.666666666666666,Z-Score > 1.5
2025-03-06,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,12.0,Z-Score > 1.5
2025-03-06,Missouri,"St. Louis, MO",AT&T,Spectrum,8.0,Z-Score > 1.5
2025-03-06,New Jersey,"New York, NY",Verizon,Comcast,13.0,Z-Score > 1.5
2025-03-06,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,15.333333333333332,Z-Score > 1.5
2025-03-06,New York,"New York, NY",Altice,Comcast,8.0,Z-Score > 1.5
2025-03-06,New York,"New York, NY",Altice,Verizon,14.0,Z-Score > 1.5
2025-03-06,New York,"New York, NY",Verizon,Spectrum,11.333333333333332,Z-Score > 1.5
2025-03-06,Illinois,"Chicago, IL",Comcast,AT&T,14.666666666666668,Z-Score > 1.5
2025-03-06,New York,"New York, NY",Verizon,Altice,9.0,Z-Score > 1.5
2025-03-06,Illinois,"Chicago, IL",AT&T,Comcast,9.666666666666668,Z-Score > 1.5
2025-03-06,Maryland,"Washington, DC",Verizon,Comcast,5.666666666666667,Z-Score > 1.5
2025-03-06,New Jersey,"New York, NY",Altice,Comcast,7.0,Pct Increase > 30%
2025-03-06,New Jersey,"New York, NY",Altice,Spectrum,6.333333333333333,Pct Increase > 30%
2025-03-06,New Jersey,"New York, NY",Verizon,Altice,4.0,Pct Increase > 30%
2025-03-07,Tennessee,"Nashville, TN",AT&T,Comcast,8.333333333333334,Z-Score > 1.5
2025-03-07,New Jersey,"Philadelphia, PA",Comcast,Verizon,9.0,Z-Score > 1.5
2025-03-07,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,18.0,Z-Score > 1.5
2025-03-07,New York,"New York, NY",Verizon,Spectrum,9.0,Z-Score > 1.5
2025-03-07,Illinois,"Chicago, IL",Verizon FWA,Comcast,9.333333333333334,Z-Score > 1.5
2025-03-07,Florida,"Jacksonville, FL",AT&T,Comcast,7.666666666666666,Z-Score > 1.5
2025-03-07,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,10.333333333333334,Z-Score > 1.5
2025-03-07,New York,"New York, NY",Verizon,Altice,11.333333333333332,Z-Score > 1.5
2025-03-07,New York,"New York, NY",Altice,Comcast,3.666666666666666,Z-Score > 1.5
2025-03-07,Illinois,"Chicago, IL",Comcast,AT&T,8.666666666666668,Z-Score > 1.5
2025-03-07,Illinois,"Chicago, IL",AT&T,Comcast,7.333333333333333,Z-Score > 1.5
2025-03-07,Illinois,"Chicago, IL",Comcast,Spectrum,8.666666666666668,Pct Increase > 30%
2025-03-07,New Jersey,"New York, NY",Altice,Comcast,4.333333333333333,Pct Increase > 30%
2025-03-07,New York,"New York, NY",Altice,Verizon,4.0,Pct Increase > 30%
2025-03-07,New York,"New York, NY",Verizon,Comcast,2.666666666666667,Pct Increase > 30%
2025-03-07,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,4.0,Pct Increase > 30%
2025-03-08,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Spectrum,T-Mobile FWA,9.0,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Verizon,Spectrum,18.333333333333336,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Altice,Spectrum,29.0,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Verizon,Altice,18.666666666666668,Z-Score > 1.5
2025-03-08,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,13.666666666666668,Z-Score > 1.5
2025-03-08,Ohio,"Cincinnati, OH",Spectrum,Cincinnati Bell,10.333333333333334,Z-Score > 1.5
2025-03-08,Massachusetts,"Boston, MA",T-Mobile FWA,Comcast,13.0,Z-Score > 1.5
2025-03-08,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,16.0,Z-Score > 1.5
2025-03-08,North Carolina,"Charlotte, NC",Spectrum,AT&T,18.333333333333332,Z-Score > 1.5
2025-03-08,Florida,"Jacksonville, FL",Comcast,Spectrum,10.666666666666666,Z-Score > 1.5
2025-03-08,Missouri,"Kansas City, MO",Google Fiber,Spectrum,6.0,Z-Score > 1.5
2025-03-08,Kentucky,"Louisville, KY",T-Mobile FWA,Spectrum,9.333333333333334,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",Comcast,Spectrum,18.0,Z-Score > 1.5
2025-03-08,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,20.0,Z-Score > 1.5
2025-03-08,Massachusetts,"Boston, MA",Comcast,Spectrum,14.0,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Altice,Comcast,20.333333333333336,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Altice,Verizon,23.0,Z-Score > 1.5
2025-03-08,Massachusetts,"Boston, MA",Comcast,T-Mobile FWA,7.666666666666666,Z-Score > 1.5
2025-03-08,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Spectrum,AT&T,7.0,Z-Score > 1.5
2025-03-08,Minnesota,"Minneapolis-St. Paul, MN",Comcast,CenturyLink,7.0,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Spectrum,Altice,7.666666666666666,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Spectrum,Verizon,9.666666666666668,Z-Score > 1.5
2025-03-08,Missouri,"St. Louis, MO",T-Mobile FWA,Spectrum,6.666666666666666,Z-Score > 1.5
2025-03-08,Missouri,"St. Louis, MO",AT&T,Spectrum,11.333333333333332,Z-Score > 1.5
2025-03-08,West Virginia,"Charleston-Huntington, WV",Frontier,Altice,7.666666666666666,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",Verizon FWA,Comcast,14.333333333333332,Z-Score > 1.5
2025-03-08,Virginia,"Washington, DC",Verizon,Comcast,17.333333333333336,Z-Score > 1.5
2025-03-08,Pennsylvania,"Philadelphia, PA",Comcast,Spectrum,8.0,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,23.666666666666664,Z-Score > 1.5
2025-03-08,New York,"New York, NY",T-Mobile FWA,Altice,4.333333333333333,Z-Score > 1.5
2025-03-08,New York,"New York, NY",T-Mobile FWA,Spectrum,9.666666666666668,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",Comcast,T-Mobile FWA,13.0,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",Comcast,AT&T,12.666666666666668,Z-Score > 1.5
2025-03-08,Illinois,"Chicago, IL",AT&T,Comcast,14.0,Z-Score > 1.5
2025-03-08,Florida,"Jacksonville, FL",AT&T,Comcast,8.0,Z-Score > 1.5
2025-03-08,New York,"New York, NY",Spectrum,Comcast,7.0,Z-Score > 1.5
2025-03-08,Maryland,"Washington, DC",Verizon,Comcast,10.333333333333334,Pct Increase > 30%
2025-03-08,Tennessee,"Nashville, TN",AT&T,Comcast,6.0,Pct Increase > 30%
2025-03-08,Pennsylvania,"Pittsburgh, PA",Comcast,Spectrum,8.333333333333332,Pct Increase > 30%
2025-03-08,Colorado,"Denver, CO",CenturyLink,Comcast,11.0,Pct Increase > 30%
2025-03-08,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,5.666666666666666,Pct Increase > 30%
2025-03-08,New York,"New York, NY",Altice,T-Mobile FWA,4.666666666666667,Pct Increase > 30%
2025-03-08,New Jersey,"Philadelphia, PA",Comcast,Verizon,6.333333333333333,Pct Increase > 30%
2025-03-08,Massachusetts,"Boston, MA",Comcast,Verizon,6.0,Pct Increase > 30%
2025-03-08,Missouri,"St. Louis, MO",Spectrum,AT&T,5.333333333333333,Pct Increase > 30%
2025-03-08,North Carolina,"Charlotte, NC",T-Mobile FWA,Spectrum,4.666666666666667,Pct Increase > 30%
2025-03-09,Tennessee,"Memphis, TN",Comcast,AT&T,10.666666666666666,Z-Score > 1.5
2025-03-09,Tennessee,"Nashville, TN",AT&T,Spectrum,9.0,Z-Score > 1.5
2025-03-09,South Carolina,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",Spectrum,AT&T,7.0,Z-Score > 1.5
2025-03-09,Tennessee,"Nashville, TN",Comcast,AT&T,9.0,Z-Score > 1.5
2025-03-09,North Carolina,"Charlotte, NC",AT&T,Spectrum,10.333333333333334,Z-Score > 1.5
2025-03-09,Tennessee,"Nashville, TN",AT&T,Comcast,10.333333333333332,Z-Score > 1.5
2025-03-09,Massachusetts,"Boston, MA",Comcast,Spectrum,11.0,Z-Score > 1.5
2025-03-09,Massachusetts,"Boston, MA",Comcast,Verizon,11.0,Z-Score > 1.5
2025-03-09,Oregon,"Portland, OR",T-Mobile FWA,Comcast,6.0,Z-Score > 1.5
2025-03-09,North Carolina,"Charlotte, NC",T-Mobile FWA,Spectrum,9.0,Z-Score > 1.5
2025-03-09,New York,"New York, NY",Verizon,Comcast,9.333333333333334,Z-Score > 1.5
2025-03-09,New York,"New York, NY",Altice,Comcast,14.333333333333334,Z-Score > 1.5
2025-03-09,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,3.666666666666666,Z-Score > 1.5
2025-03-09,Minnesota,"Minneapolis-St. Paul, MN",Comcast,Spectrum,8.666666666666668,Z-Score > 1.5
2025-03-09,Illinois,"Chicago, IL",AT&T,Comcast,16.333333333333332,Z-Score > 1.5
2025-03-09,New York,"New York, NY",Verizon,Spectrum,10.333333333333334,Z-Score > 1.5
2025-03-09,New York,"New York, NY",Verizon,Altice,12.333333333333334,Pct Increase > 30%
2025-03-09,Illinois,"Chicago, IL",Comcast,AT&T,11.333333333333334,Pct Increase > 30%
2025-03-09,Maryland,"Washington, DC",Verizon,Comcast,5.666666666666666,Pct Increase > 30%
2025-03-09,New York,"New York, NY",Altice,T-Mobile FWA,8.0,Pct Increase > 30%
2025-03-09,Missouri,"St. Louis, MO",Spectrum,AT&T,6.666666666666667,Pct Increase > 30%
2025-03-09,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,14.333333333333334,Pct Increase > 30%
2025-03-09,New Jersey,"New York, NY",Altice,T-Mobile FWA,6.333333333333333,Pct Increase > 30%
2025-03-09,Illinois,"Chicago, IL",Comcast,Spectrum,9.0,Pct Increase > 30%
2025-03-09,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,8.333333333333332,Pct Increase > 30%
2025-03-09,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,7.333333333333333,Pct Increase > 30%
2025-03-09,New York,"New York, NY",Altice,Verizon,4.666666666666666,Pct Increase > 30%
2025-03-09,Virginia,"Washington, DC",Verizon,Comcast,4.0,Pct Increase > 30%
2025-03-09,New Jersey,"New York, NY",Altice,Comcast,6.666666666666666,Pct Increase > 30%
2025-03-09,New York,"New York, NY",Altice,Spectrum,5.0,Pct Increase > 30%
2025-03-10,Pennsylvania,"Philadelphia, PA",T-Mobile FWA,Comcast,9.0,Z-Score > 1.5
2025-03-10,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,6.666666666666666,Z-Score > 1.5
2025-03-10,New Jersey,"New York, NY",Verizon,Altice,7.0,Z-Score > 1.5
2025-03-10,New York,"New York, NY",Verizon,Spectrum,7.333333333333334,Z-Score > 1.5
2025-03-10,Missouri,"St. Louis, MO",AT&T,Spectrum,9.333333333333334,Z-Score > 1.5
2025-03-10,New Jersey,"New York, NY",Altice,Verizon,8.333333333333334,Z-Score > 1.5
2025-03-10,New York,"New York, NY",Altice,Comcast,8.666666666666668,Z-Score > 1.5
2025-03-10,New York,"New York, NY",Altice,Spectrum,13.333333333333334,Z-Score > 1.5
2025-03-10,New York,"New York, NY",Verizon,Altice,6.333333333333333,Z-Score > 1.5
2025-03-10,New Jersey,"Philadelphia, PA",Comcast,Verizon,4.0,Pct Increase > 30%
2025-03-10,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,7.666666666666667,Pct Increase > 30%
2025-03-10,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,7.666666666666666,Pct Increase > 30%
2025-03-10,Illinois,"Chicago, IL",AT&T,Comcast,4.666666666666666,Pct Increase > 30%
2025-03-11,New York,"New York, NY",Altice,Spectrum,16.333333333333332,Z-Score > 1.5
2025-03-11,Virginia,"Washington, DC",Comcast,Verizon,8.0,Z-Score > 1.5
2025-03-11,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,16.666666666666664,Z-Score > 1.5
2025-03-11,Ohio,"Cincinnati, OH",Cincinnati Bell,Spectrum,8.0,Z-Score > 1.5
2025-03-11,Illinois,"Chicago, IL",Comcast,AT&T,9.0,Z-Score > 1.5
2025-03-11,New York,"New York, NY",Altice,Verizon,6.0,Pct Increase > 30%
2025-03-11,New York,"New York, NY",Altice,Comcast,7.0,Pct Increase > 30%
2025-03-11,Maryland,"Washington, DC",Verizon,Comcast,4.333333333333333,Pct Increase > 30%
2025-03-11,New York,"New York, NY",Spectrum,Altice,6.333333333333333,Pct Increase > 30%
2025-03-11,New York,"New York, NY",Verizon,Comcast,7.0,Pct Increase > 30%
2025-03-11,Illinois,"Chicago, IL",AT&T,Comcast,6.666666666666666,Pct Increase > 30%
2025-03-11,New Jersey,"New York, NY",Altice,Verizon,3.333333333333333,Pct Increase > 30%
2025-03-11,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,6.0,Pct Increase > 30%
2025-03-11,Illinois,"Chicago, IL",Comcast,Spectrum,3.333333333333334,Pct Increase > 30%
2025-03-11,Virginia,"Washington, DC",Verizon,Comcast,2.666666666666667,Pct Increase > 30%
2025-03-11,New York,"New York, NY",Verizon,Altice,9.0,Pct Increase > 30%
2025-03-12,Nevada,"Las Vegas, NV",Cox Communications,Spectrum,7.333333333333334,Z-Score > 1.5
2025-03-12,Florida,"Tampa-St. Petersburg, FL",Spectrum,Verizon FWA,11.666666666666666,Z-Score > 1.5
2025-03-12,Arizona,"Phoenix, AZ",CenturyLink,Cox Communications,13.666666666666666,Z-Score > 1.5
2025-03-12,Utah,"Salt Lake City, UT",CenturyLink,Comcast,7.333333333333334,Z-Score > 1.5
2025-03-12,Illinois,"Chicago, IL",Comcast,AT&T,12.0,Z-Score > 1.5
2025-03-12,Pennsylvania,"Philadelphia, PA",Verizon,Comcast,7.666666666666666,Z-Score > 1.5
2025-03-12,Texas,"San Antonio, TX",Spectrum,AT&T,10.666666666666666,Z-Score > 1.5
2025-03-12,New York,"New York, NY",Altice,Spectrum,11.0,Z-Score > 1.5
2025-03-12,California,"Los Angeles, CA",Spectrum,Frontier,21.666666666666664,Z-Score > 1.5
2025-03-12,California,"San Francisco-Oakland-San Jose, CA",Comcast,Spectrum,7.0,Z-Score > 1.5
2025-03-12,Michigan,"Detroit, MI",WOW!,Comcast,6.333333333333334,Z-Score > 1.5
2025-03-12,New York,"New York, NY",T-Mobile FWA,Spectrum,7.666666666666666,Z-Score > 1.5
2025-03-12,Michigan,"Detroit, MI",Comcast,AT&T,6.0,Z-Score > 1.5
2025-03-12,Georgia,"Atlanta, GA",T-Mobile FWA,Comcast,11.333333333333332,Z-Score > 1.5
2025-03-12,Illinois,"Chicago, IL",AT&T,Comcast,9.666666666666668,Z-Score > 1.5
2025-03-12,Pennsylvania,"Philadelphia, PA",Comcast,Verizon,7.0,Z-Score > 1.5
2025-03-12,Connecticut,"Hartford & New Haven, CT",Frontier,Comcast,11.333333333333334,Z-Score > 1.5
2025-03-12,North Carolina,"Greensboro-High Point-Winston Salem, NC",Lumos,Spectrum,7.666666666666667,Z-Score > 1.5
2025-03-12,California,"Los Angeles, CA",AT&T,Spectrum,12.666666666666668,Z-Score > 1.5
2025-03-12,New Jersey,"Philadelphia, PA",Comcast,Verizon,9.333333333333332,Z-Score > 1.5
2025-03-12,California,"Los Angeles, CA",Spectrum,Cox Communications,7.666666666666667,Z-Score > 1.5
2025-03-12,Texas,"Houston, TX",Comcast,Spectrum,6.666666666666667,Z-Score > 1.5
2025-03-12,Washington,"Seattle-Tacoma, WA",CenturyLink,Comcast,7.0,Z-Score > 1.5
2025-03-12,Connecticut,"Hartford & New Haven, CT",Comcast,Frontier,6.0,Pct Increase > 30%
2025-03-12,Texas,"Dallas-Ft. Worth, TX",AT&T,Spectrum,17.333333333333336,Pct Increase > 30%
2025-03-12,Maryland,"Washington, DC",Verizon,Comcast,7.333333333333333,Pct Increase > 30%
2025-03-12,Texas,"Houston, TX",T-Mobile FWA,Comcast,9.0,Pct Increase > 30%
2025-03-12,Texas,"Houston, TX",AT&T,Comcast,15.0,Pct Increase > 30%
2025-03-12,Georgia,"Atlanta, GA",Spectrum,AT&T,7.0,Pct Increase > 30%
2025-03-12,Ohio,"Cleveland-Akron, OH",Spectrum,AT&T,5.666666666666667,Pct Increase > 30%
2025-03-12,California,"San Francisco-Oakland-San Jose, CA",T-Mobile FWA,Comcast,6.333333333333333,Pct Increase > 30%
2025-03-12,Florida,"Orlando-Daytona Beach-Melbourne, FL",Spectrum,AT&T,6.0,Pct Increase > 30%
2025-03-12,Colorado,"Denver, CO",Comcast,Spectrum,6.333333333333333,Pct Increase > 30%
2025-03-12,New York,"New York, NY",Altice,Verizon,7.333333333333333,Pct Increase > 30%
2025-03-12,California,"Los Angeles, CA",Spectrum,AT&T,10.333333333333334,Pct Increase > 30%
2025-03-12,Illinois,"Chicago, IL",Comcast,T-Mobile FWA,6.666666666666667,Pct Increase > 30%
2025-03-12,California,"Los Angeles, CA",Frontier,Spectrum,18.0,Pct Increase > 30%
2025-03-12,Washington,"Seattle-Tacoma, WA",Comcast,CenturyLink,3.666666666666667,Pct Increase > 30%
2025-03-12,Massachusetts,"Boston, MA",Comcast,Spectrum,5.333333333333333,Pct Increase > 30%
2025-03-12,Illinois,"Chicago, IL",T-Mobile FWA,Comcast,10.333333333333332,Pct Increase > 30%
2025-03-12,New York,"New York, NY",Altice,Comcast,6.333333333333334,Pct Increase > 30%
2025-03-12,California,"Los Angeles, CA",Spectrum,T-Mobile FWA,6.666666666666667,Pct Increase > 30%
2025-03-12,Michigan,"Detroit, MI",AT&T,Comcast,7.333333333333333,Pct Increase > 30%
2025-03-12,Florida,"Tampa-St. Petersburg, FL",Frontier,Comcast,7.333333333333334,Pct Increase > 30%
2025-03-12,Virginia,"Washington, DC",Verizon,Comcast,4.333333333333333,Pct Increase > 30%
2025-03-12,Georgia,"Atlanta, GA",AT&T,Comcast,11.333333333333334,Pct Increase > 30%
2025-03-12,Florida,"Tampa-St. Petersburg, FL",Frontier,Spectrum,12.0,Pct Increase > 30%
2025-03-12,Michigan,"Detroit, MI",Comcast,Spectrum,5.666666666666667,Pct Increase > 30%
2025-03-12,Michigan,"Detroit, MI",T-Mobile FWA,Comcast,4.0,Pct Increase > 30%
2025-03-12,Georgia,"Atlanta, GA",Comcast,AT&T,7.666666666666666,Pct Increase > 30%
2025-03-12,California,"Los Angeles, CA",Spectrum,Comcast,4.333333333333334,Pct Increase > 30%
2025-03-12,Massachusetts,"Boston, MA",Verizon,Comcast,6.666666666666666,Pct Increase > 30%
