the_date,winner,loser,dma_name,day_of_week,total_wins,avg_wins,stddev_wins,n_periods,zscore
2025-06-11,Spectrum,Comcast,"Kansas City, MO",3,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-11,Spectrum,Comcast,"Albany-Schenectady-Troy, NY",3,0.0,3.0,1.0,3,-3.0
2025-06-11,T-Mobile FWA,AT&T,"New York, NY",3,3.0,0.5,0.5773502691896257,4,4.330127018922194
2025-06-11,T-Mobile FWA,Comcast,"Jacksonville, FL",3,1.0,5.0,1.4142135623730951,2,-2.82842712474619
2025-06-11,T-Mobile FWA,Spectrum,"New York, NY",3,14.0,4.333333333333333,3.7859388972001824,3,2.5533076283443092
2025-06-11,T-Mobile FWA,Comcast,"Memphis, TN",3,6.0,2.0,1.4142135623730951,2,2.82842712474619
2025-06-11,T-Mobile FWA,Verizon,"New York, NY",3,6.0,2.5,0.7071067811865476,2,4.949747468305833
2025-06-11,TDS Telecom,Comcast,"Spokane, WA",3,5.0,0.5,0.7071067811865476,2,6.363961030678928
2025-06-11,Verizon,Comcast,"Providence, RI-New Bedford, MA",3,1.0,2.6666666666666665,0.5773502691896258,3,-2.886751345948128
2025-06-11,Verizon,T-Mobile FWA,"Philadelphia, PA",3,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-11,Verizon,Cox Communications,"Washington, DC",3,6.0,2.3333333333333335,1.1547005383792515,3,3.1754264805429417
2025-06-11,Verizon,Spectrum,"Providence, RI-New Bedford, MA",3,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-11,Verizon,Atlantic Broadband,"New York, NY",3,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-11,Verizon FWA,Comcast,"Pittsburgh, PA",3,10.0,0.5,0.7071067811865476,2,13.435028842544401
2025-06-11,Verizon FWA,Altice,"New York, NY",3,7.0,1.6666666666666667,1.1547005383792517,3,4.618802153517005
2025-06-11,Ziply Fiber,Spectrum,"Spokane, WA",3,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-12,AT&T,Spectrum,"Mobile, AL-Pensacola, FL",4,5.0,1.6666666666666667,0.5773502691896257,3,5.773502691896257
2025-06-12,AT&T,Spectrum,"Charlotte, NC",4,1.0,10.5,3.5355339059327378,2,-2.6870057685088806
2025-06-12,AT&T,Spectrum,"Memphis, TN",4,3.0,0.75,0.5,4,4.5
2025-06-12,AT&T,Spectrum,"Kansas City, MO",4,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-12,AT&T,Spectrum,"Evansville, IN",4,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-12,Altice,Hotwire Fision,"New York, NY",4,1.0,2.6666666666666665,0.5773502691896257,3,-2.8867513459481287
2025-06-12,Altice,Frontier,"New York, NY",4,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-12,Atlantic Broadband,Comcast,"Washington, DC",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Comcast,AT&T,"Philadelphia, PA",4,0.0,3.3333333333333335,0.5773502691896257,3,-5.773502691896258
2025-06-12,Comcast,Altice,"Philadelphia, PA",4,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Comcast,Consolidated,"Boston, MA",4,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-12,Comcast,T-Mobile FWA,"Memphis, TN",4,9.0,1.0,1.4142135623730951,2,5.65685424949238
2025-06-12,Comcast,Frontier,"Boston, MA",4,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Comcast,Frontier,"Chicago, IL",4,4.0,0.3333333333333333,0.5773502691896258,3,6.350852961085883
2025-06-12,Comcast,Spectrum,"Pittsburgh, PA",4,1.0,6.0,1.4142135623730951,2,-3.5355339059327373
2025-06-12,Comcast,Spectrum,"South Bend-Elkhart, IN",4,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-12,Comcast,Altice,"Pittsburgh, PA",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Comcast,AT&T,"Nashville, TN",4,0.0,7.5,0.7071067811865476,2,-10.606601717798211
2025-06-12,Consolidated,Comcast,"Portland-Auburn, ME",4,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-12,Frontier,Spectrum,"New York, NY",4,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-12,Frontier,Comcast,"Charleston-Huntington, WV",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Frontier,Comcast,"Chicago, IL",4,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-12,Google Fiber,Comcast,"Kansas City, MO",4,3.0,1.3333333333333333,0.5773502691896257,3,2.886751345948129
2025-06-12,Spectrum,AT&T,"Green Bay-Appleton, WI",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Spectrum,Comcast,"St. Louis, MO",4,8.0,2.0,1.0,3,6.0
2025-06-12,Spectrum,Altice,"New York, NY",4,2.0,12.5,0.7071067811865476,2,-14.849242404917497
2025-06-12,Spectrum,Comcast,"Charlotte, NC",4,13.0,1.0,1.4142135623730951,2,8.48528137423857
2025-06-12,T-Mobile FWA,Spectrum,"Cincinnati, OH",4,1.0,5.0,1.4142135623730951,2,-2.82842712474619
2025-06-12,T-Mobile FWA,Spectrum,"El Paso, TX",4,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-12,T-Mobile FWA,Frontier,"New York, NY",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,T-Mobile FWA,Spectrum,"Washington, DC",4,6.0,1.5,1.224744871391589,6,3.6742346141747673
2025-06-12,Verizon,Cox Communications,"Washington, DC",4,1.0,2.6666666666666665,0.5773502691896258,3,-2.886751345948128
2025-06-12,Verizon,Hotwire Fision,"New York, NY",4,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Verizon,T-Mobile FWA,"New York, NY",4,4.0,1.0,1.0,3,3.0
2025-06-12,Verizon FWA,Spectrum,"Louisville, KY",4,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-12,Verizon FWA,Spectrum,"Cincinnati, OH",4,7.0,2.0,1.0,3,5.0
2025-06-12,Verizon FWA,Comcast,"Washington, DC",4,6.0,1.3333333333333333,1.5275252316519468,3,3.0550504633038935
2025-06-12,Ziply Fiber,Spectrum,"Spokane, WA",4,2.0,0.5,0.5773502691896257,4,2.598076211353316
2025-06-13,AT&T,Comcast,"Louisville, KY",5,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,AT&T,Comcast,"Kansas City, MO",5,5.0,2.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,AT&T,T-Mobile FWA,"Memphis, TN",5,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-13,AT&T,Spectrum,"Nashville, TN",5,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-13,AT&T,Cox Communications,"Ft. Smith-Fayetteville-Springdale-Rogers, AR",5,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-13,Altice,T-Mobile FWA,"New York, NY",5,7.0,2.6666666666666665,1.5275252316519465,3,2.8368325730679014
2025-06-13,Altice,Frontier,"New York, NY",5,0.0,2.0,0.7071067811865476,5,-2.82842712474619
2025-06-13,Comcast,AT&T,"Kansas City, MO",5,4.0,1.0,1.0,3,3.0
2025-06-13,Comcast,Spectrum,"New York, NY",5,12.0,3.0,3.366501646120693,4,2.6733983660370204
2025-06-13,Comcast,Spectrum,"Minneapolis-St. Paul, MN",5,0.0,7.0,1.4142135623730951,2,-4.949747468305833
2025-06-13,Comcast,Verizon,"Burlington, VT-Plattsburgh, NY",5,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-13,Comcast,T-Mobile FWA,"New York, NY",5,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-13,Comcast,AT&T,"Philadelphia, PA",5,5.0,1.3333333333333333,0.5773502691896257,3,6.350852961085884
2025-06-13,Comcast,AT&T,"Philadelphia, PA",5,8.0,2.25,1.8929694486000912,4,3.0375556268234023
2025-06-13,Comcast,Cable One,"Savannah, GA",5,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,Comcast,Verizon FWA,"Philadelphia, PA",5,2.0,0.2,0.447213595499958,5,4.024922359499621
2025-06-13,Comcast,Spectrum,"Tri-Cities, TN-VA",5,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,Comcast,T-Mobile FWA,"Jacksonville, FL",5,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-13,Comcast,T-Mobile FWA,"Boston, MA",5,0.0,3.0,1.0,3,-3.0
2025-06-13,Comcast,Mediacom,"Chicago, IL",5,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,Comcast,T-Mobile FWA,"Portland, OR",5,4.0,0.6666666666666666,1.1547005383792517,3,2.8867513459481287
2025-06-13,Cox Communications,CenturyLink,"Omaha, NE",5,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-13,Frontier,Spectrum,"Minneapolis-St. Paul, MN",5,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-13,Google Fiber,Cox Communications,"Kansas City, MO",5,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-13,Google Fiber,Comcast,"Kansas City, MO",5,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-13,Spectrum,AT&T,"Louisville, KY",5,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-13,Spectrum,Verizon FWA,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",5,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-13,Spectrum,T-Mobile FWA,"St. Louis, MO",5,9.0,2.6666666666666665,1.1547005383792515,3,5.484827557301446
2025-06-13,Spectrum,T-Mobile FWA,"Kansas City, MO",5,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-13,Spectrum,Cincinnati Bell,"Cincinnati, OH",5,2.0,6.0,1.4142135623730951,2,-2.82842712474619
2025-06-13,Spectrum,Comcast,"Minneapolis-St. Paul, MN",5,5.0,0.5,0.7071067811865476,2,6.363961030678928
2025-06-13,Spectrum,AT&T,"New York, NY",5,6.0,1.3333333333333333,0.5773502691896257,3,8.082903768654761
2025-06-13,Spectrum,Comcast,"Spokane, WA",5,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-13,Starlink,CenturyLink,"Portland, OR",5,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,T-Mobile FWA,Verizon,"New York, NY",5,6.0,2.3333333333333335,1.1547005383792517,3,3.1754264805429413
2025-06-13,T-Mobile FWA,AT&T,"New York, NY",5,5.0,2.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,T-Mobile FWA,Verizon,"Washington, DC",5,5.0,1.4,0.5477225575051661,5,6.572670690061994
2025-06-13,T-Mobile FWA,Spectrum,"New York, NY",5,12.0,3.0,2.8284271247461903,4,3.181980515339464
2025-06-13,T-Mobile FWA,Spectrum,"Washington, DC",5,6.0,3.0,1.0,3,3.0
2025-06-13,T-Mobile FWA,AT&T,"Memphis, TN",5,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-13,T-Mobile FWA,Cox Communications,"New York, NY",5,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-13,T-Mobile FWA,Spectrum,"Cincinnati, OH",5,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-13,Verizon,Cox Communications,"New York, NY",5,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-13,Verizon,Comcast,"Philadelphia, PA",5,25.0,10.5,5.0,4,2.9
2025-06-13,Verizon FWA,Comcast,"Charlotte, NC",5,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-13,Verizon FWA,Comcast,"New York, NY",5,7.0,2.3333333333333335,0.5773502691896258,3,8.08290376865476
2025-06-14,AT&T,Spectrum,"New Orleans, LA",6,0.0,12.0,2.8284271247461903,2,-4.242640687119285
2025-06-14,AT&T,Astound Broadband,"Chicago, IL",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,AT&T,Comcast,"Monroe, LA-El Dorado, AR",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-14,AT&T,Comcast,"New Orleans, LA",6,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-14,AT&T,Comcast,"Mobile, AL-Pensacola, FL",6,5.0,2.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,AT&T,Mediacom,"Mobile, AL-Pensacola, FL",6,4.0,1.6666666666666667,0.5773502691896257,3,4.04145188432738
2025-06-14,AT&T,Spectrum,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6,14.0,6.0,2.8284271247461903,2,2.82842712474619
2025-06-14,AT&T,Spectrum,"Mobile, AL-Pensacola, FL",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-14,AT&T,Spectrum,"Charlotte, NC",6,0.0,22.5,6.363961030678928,2,-3.5355339059327378
2025-06-14,Altice,Verizon FWA,"New York, NY",6,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-14,Altice,AT&T,"Monroe, LA-El Dorado, AR",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Brightspeed,Comcast,"Tri-Cities, TN-VA",6,8.0,1.5,2.1213203435596424,2,3.0641293851417064
2025-06-14,C Spire Fiber,Comcast,"Memphis, TN",6,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-14,Cable One,Comcast,"Savannah, GA",6,8.0,4.0,1.4142135623730951,2,2.82842712474619
2025-06-14,Cable One,Spectrum,"Savannah, GA",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-14,CenturyLink,Spectrum,"Portland, OR",6,7.0,1.0,1.4142135623730951,2,4.242640687119285
2025-06-14,Comcast,Atlantic Broadband,"Augusta, GA-Aiken, SC",6,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-14,Comcast,Pavlov Media,"Chicago, IL",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Comcast,AT&T,"Portland, OR",6,6.0,2.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Comcast,Cable One,"Savannah, GA",6,6.0,2.0,1.0,3,4.0
2025-06-14,Comcast,Verizon,"Philadelphia, PA",6,40.0,17.333333333333332,4.163331998932266,3,5.444357229372962
2025-06-14,Comcast,Spectrum,"Burlington, VT-Plattsburgh, NY",6,7.0,2.0,1.4142135623730951,2,3.5355339059327373
2025-06-14,Comcast,T-Mobile FWA,"New York, NY",6,11.0,1.75,1.707825127659933,4,5.41624540486436
2025-06-14,Comcast,Cox Communications,"Boston, MA",6,10.0,2.6666666666666665,0.5773502691896258,3,12.701705922171767
2025-06-14,Comcast,Frontier,"Philadelphia, PA",6,0.0,2.6666666666666665,0.5773502691896257,3,-4.618802153517006
2025-06-14,Comcast,Verizon,"Washington, DC",6,2.0,13.0,1.4142135623730951,2,-7.7781745930520225
2025-06-14,Comcast,Frontier,"Boston, MA",6,8.0,1.5,2.1213203435596424,2,3.0641293851417064
2025-06-14,Comcast,AT&T,"South Bend-Elkhart, IN",6,7.0,1.3333333333333333,1.1547005383792517,3,4.907477288111819
2025-06-14,Comcast,Cox Communications,"Portland, OR",6,4.0,1.3333333333333333,0.5773502691896257,3,4.618802153517007
2025-06-14,Comcast,Spectrum,"Augusta, GA-Aiken, SC",6,1.0,3.3333333333333335,0.5773502691896258,3,-4.04145188432738
2025-06-14,Comcast,Atlantic Broadband,"Pittsburgh, PA",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Comcast,T-Mobile FWA,"Portland, OR",6,6.0,1.5,0.7071067811865476,2,6.363961030678928
2025-06-14,Comcast,AT&T,"Savannah, GA",6,6.0,2.0,1.4142135623730951,2,2.82842712474619
2025-06-14,Comcast,EPB Fiber,"Chattanooga, TN",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Comcast,Astound Broadband,"Boston, MA",6,5.0,1.0,1.4142135623730951,2,2.82842712474619
2025-06-14,Comcast,T-Mobile FWA,"Augusta, GA-Aiken, SC",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-14,Consolidated,Comcast,"Portland-Auburn, ME",6,7.0,2.5,0.7071067811865476,2,6.363961030678928
2025-06-14,Frontier,Comcast,"New York, NY",6,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Frontier,Altice,"New York, NY",6,7.0,1.6666666666666667,0.5773502691896258,3,9.23760430703401
2025-06-14,Mediacom,Comcast,"Salisbury, MD",6,1.0,3.5,0.7071067811865476,2,-3.5355339059327373
2025-06-14,Mediacom,T-Mobile FWA,"Mobile, AL-Pensacola, FL",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-14,Shentel,Comcast,"Washington, DC",6,4.0,1.0,0.816496580927726,4,3.6742346141747673
2025-06-14,Spectrum,AT&T,"Cincinnati, OH",6,0.0,6.0,1.4142135623730951,2,-4.242640687119285
2025-06-14,Spectrum,Comcast,"Charlotte, NC",6,1.0,19.5,6.363961030678928,2,-2.9069945448780286
2025-06-14,Spectrum,Comcast,"Yakima-Pasco-Richland-Kennewick, WA",6,7.0,1.0,1.4142135623730951,2,4.242640687119285
2025-06-14,Spectrum,T-Mobile FWA,"Chattanooga, TN",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-14,Spectrum,Verizon FWA,"Albany-Schenectady-Troy, NY",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Spectrum,Verizon FWA,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-14,Spectrum,Comcast,"Louisville, KY",6,9.0,3.5,0.7071067811865476,2,7.7781745930520225
2025-06-14,Spectrum,Verizon,"Portland-Auburn, ME",6,6.0,2.0,1.4142135623730951,2,2.82842712474619
2025-06-14,Spectrum,T-Mobile FWA,"Cincinnati, OH",6,10.0,1.5,2.1213203435596424,2,4.00693842672377
2025-06-14,Spectrum,Verizon,"Charlotte, NC",6,10.0,1.0,1.4142135623730951,2,6.363961030678928
2025-06-14,Spectrum,AT&T,"Norfolk-Portsmouth-Newport News, VA",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Spectrum,Starlink,"Greenville-Spartanburg, SC-Asheville, NC-Anderson, SC",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-14,Spectrum,Frontier,"Cincinnati, OH",6,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Spectrum,Comcast,"Norfolk-Portsmouth-Newport News, VA",6,5.0,1.6666666666666667,0.5773502691896257,3,5.773502691896257
2025-06-14,Spectrum,Cox Communications,"Norfolk-Portsmouth-Newport News, VA",6,6.0,2.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Spectrum,Starlink,"St. Louis, MO",6,3.0,0.3333333333333333,0.5773502691896258,3,4.618802153517005
2025-06-14,Spectrum,Comcast,"St. Louis, MO",6,12.0,7.0,1.4142135623730951,2,3.5355339059327373
2025-06-14,Spectrum,Comcast,"Albany-Schenectady-Troy, NY",6,8.0,3.0,1.7320508075688772,3,2.886751345948129
2025-06-14,Spectrum,Cox Communications,"Yuma, AZ-El Centro, CA",6,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-14,Spectrum,T-Mobile FWA,"Louisville, KY",6,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-14,T-Mobile FWA,Spectrum,"Philadelphia, PA",6,8.0,1.5,0.5773502691896257,4,11.258330249197703
2025-06-14,T-Mobile FWA,Spectrum,"Jacksonville, FL",6,10.0,2.5,2.1213203435596424,2,3.5355339059327378
2025-06-14,T-Mobile FWA,Comcast,"Charlotte, NC",6,6.0,1.0,1.4142135623730951,2,3.5355339059327373
2025-06-14,T-Mobile FWA,Comcast,"Nashville, TN",6,12.0,3.0,3.4641016151377544,3,2.598076211353316
2025-06-14,T-Mobile FWA,Verizon,"New York, NY",6,12.0,6.333333333333333,1.5275252316519465,3,3.709704134011871
2025-06-14,T-Mobile FWA,AT&T,"Charlotte, NC",6,8.0,1.5,0.7071067811865476,2,9.192388155425117
2025-06-14,T-Mobile FWA,Spectrum,"Chicago, IL",6,15.0,2.0,1.0,3,13.0
2025-06-14,Verizon,Verizon FWA,"Philadelphia, PA",6,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-14,Verizon,Spectrum,"Washington, DC",6,9.0,4.666666666666667,0.5773502691896257,3,7.505553499465135
2025-06-14,Verizon,Frontier,"New York, NY",6,6.0,2.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Verizon,Cox Communications,"Washington, DC",6,7.0,1.3333333333333333,0.5773502691896257,3,9.81495457622364
2025-06-14,Verizon,T-Mobile FWA,"New York, NY",6,6.0,2.3333333333333335,1.1547005383792515,3,3.1754264805429417
2025-06-14,Verizon,Altice,"Philadelphia, PA",6,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-14,Verizon FWA,AT&T,"New York, NY",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Verizon FWA,T-Mobile FWA,"New York, NY",6,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-14,Verizon FWA,Comcast,"Memphis, TN",6,8.0,2.5,2.1213203435596424,2,2.5927248643506746
2025-06-14,Verizon FWA,Altice,"New York, NY",6,7.0,5.333333333333333,0.5773502691896257,3,2.8867513459481295
2025-06-14,Verizon FWA,Verizon,"Philadelphia, PA",6,4.0,0.5,0.7071067811865476,2,4.949747468305833
2025-06-14,Verizon FWA,Spectrum,"Philadelphia, PA",6,4.0,0.6666666666666666,0.5773502691896258,3,5.773502691896257
2025-06-14,Verizon FWA,Verizon,"Washington, DC",6,0.0,3.5,0.7071067811865476,2,-4.949747468305833
2025-06-14,Ziply Fiber,Spectrum,"Spokane, WA",6,0.0,1.6666666666666667,0.5773502691896257,3,-2.886751345948129
2025-06-14,i3 Broadband,Spectrum,"St. Louis, MO",6,4.0,1.3333333333333333,0.5773502691896258,3,4.618802153517006
2025-06-15,AT&T,Spectrum,"West Palm Beach-Ft. Pierce, FL",0,7.0,3.0,1.4142135623730951,2,2.82842712474619
2025-06-15,AT&T,Google Fiber,"Kansas City, MO",0,0.0,2.2,0.8366600265340756,5,-2.6295029405356662
2025-06-15,AT&T,Cox Communications,"Oklahoma City, OK",0,5.0,21.0,1.4142135623730951,2,-11.31370849898476
2025-06-15,AT&T,T-Mobile FWA,"Memphis, TN",0,0.0,1.5,0.5773502691896257,4,-2.598076211353316
2025-06-15,AT&T,Spectrum,"St. Louis, MO",0,27.0,8.25,6.601767440112787,4,2.840148516300912
2025-06-15,AT&T,Spectrum,"Greensboro-High Point-Winston Salem, NC",0,12.0,6.5,0.7071067811865476,2,7.7781745930520225
2025-06-15,AT&T,Spectrum,"Birmingham, AL",0,16.0,9.5,0.7071067811865476,2,9.192388155425117
2025-06-15,AT&T,Cox Communications,"Tulsa, OK",0,5.0,1.5,0.7071067811865476,2,4.949747468305833
2025-06-15,AT&T,T-Mobile FWA,"Indianapolis, IN",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-15,AT&T,Spectrum,"Columbia, SC",0,7.0,3.0,1.4142135623730951,2,2.82842712474619
2025-06-15,AT&T,Spectrum,"Monterey-Salinas, CA",0,6.0,0.5,0.7071067811865476,2,7.7781745930520225
2025-06-15,AT&T,Verizon,"Houston, TX",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-15,AT&T,Spectrum,"Baton Rouge, LA",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-15,AT&T,T-Mobile FWA,"Jackson, MS",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-15,AT&T,T-Mobile FWA,"St. Louis, MO",0,2.0,0.3333333333333333,0.5773502691896258,3,2.8867513459481287
2025-06-15,AT&T,T-Mobile FWA,"Chicago, IL",0,3.0,0.6666666666666666,0.5773502691896258,3,4.04145188432738
2025-06-15,AT&T,Comcast,"Sacramento-Stockton-Modesto, CA",0,14.0,20.0,1.4142135623730951,2,-4.242640687119285
2025-06-15,AT&T,Spectrum,"New Orleans, LA",0,14.0,2.75,3.2015621187164243,4,3.5139096424936365
2025-06-15,AT&T,Verizon FWA,"Atlanta, GA",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-15,AT&T,Comcast,"Milwaukee, WI",0,1.0,7.0,1.4142135623730951,2,-4.242640687119285
2025-06-15,AT&T,Spectrum,"San Antonio, TX",0,18.0,35.5,0.7071067811865476,2,-24.74873734152916
2025-06-15,AT&T,Comcast,"Nashville, TN",0,0.0,17.0,1.4142135623730951,2,-12.020815280171307
2025-06-15,AT&T,Altice,"Dallas-Ft. Worth, TX",0,5.0,11.5,2.1213203435596424,2,-3.0641293851417064
2025-06-15,AT&T,Altice,"Atlanta, GA",0,6.0,0.5,0.7071067811865476,2,7.7781745930520225
2025-06-15,Altice,Comcast,"Charleston-Huntington, WV",0,4.0,1.0,1.0,3,3.0
2025-06-15,Altice,Frontier,"Phoenix, AZ",0,0.0,2.5,0.7071067811865476,2,-3.5355339059327373
2025-06-15,Altice,Hotwire Fision,"New York, NY",0,6.0,2.3333333333333335,0.5773502691896257,3,6.3508529610858835
2025-06-15,Altice,AT&T,"New York, NY",0,0.0,4.75,0.9574271077563381,4,-4.961213194737389
2025-06-15,Altice,Spectrum,"Tyler-Longview, TX",0,4.0,1.5,0.7071067811865476,2,3.5355339059327373
2025-06-15,Astound Broadband,Comcast,"Baltimore, MD",0,3.0,0.5,0.7071067811865476,2,3.5355339059327373
2025-06-15,Astound Broadband,AT&T,"Sacramento-Stockton-Modesto, CA",0,7.0,1.0,1.4142135623730951,2,4.242640687119285
